PMID,FACTOR,RISK,TEXT,LLM_OUTPUT
34842905,Number of comorbidities/HTA/Hyperglycemia,No,"safety and outcomes of midline catheters vs peripherally inserted central catheters for patients with short-term indications: a multicenter study. . importance: peripherally inserted central catheters (piccs) and midlines are frequently used for short-term venous access; whether one is safer than the other in this setting has not been adequately reported. objective: to compare outcomes between patients who had a picc vs midline placed for the indication of difficult vascular access or antibiotic therapy for 30 or fewer days. design, setting, and participants: this cohort study analyzed data from a multihospital registry including patients admitted to a participating site from december 2017 through january 2020 who had a picc or midline placement for the indications of difficult venous access or intravenous antibiotic therapy prescribed for 30 or fewer days. data were analyzed from october 2020 to march 2021. exposures: picc and midline placement. main outcomes and measures: major complications, including a composite of symptomatic catheter-associated deep vein thrombosis (dvt), catheter-related bloodstream infection, and catheter occlusion. logistic regression and cox proportional hazards regression models (taking into account catheter dwell) were used to estimate risk for major complications, adjusting for patient and device characteristics and the clustered nature of the data. sensitivity analyses limiting analyses to 10 days of device dwell were performed. results: data on 10 863 patients, 5758 with piccs and 5105 with midlines (median [iqr] age of device recipients, 64.8 [53.4-75.4] years; 5741 [52.8%] were female), were included. after adjusting for patient characteristics, comorbidities, catheter lumens, and dwell time in logit models, patients who received piccs had a greater risk of developing a major complication compared with those who received midlines (odds ratio, 1.99; 95% ci, 1.61-2.47). reduction in complications stemmed from lower rates of occlusion (2.1% vs 7.0%; p < .001) and bloodstream infection (0.4% vs 1.6%; p < .001) in midlines vs piccs; no significant difference in the risk of dvt between piccs and midlines was observed. in time-to-event models, similar outcomes for bloodstream infection and catheter occlusion were noted; however, the risk of dvt events was lower in patients who received piccs vs midlines (hazard ratio, 0.53; 95% ci, 0.38-0.74). results were robust to sensitivity analyses. conclusions and relevance: in this cohort study among patients with placement of midline catheters vs piccs for short-term indications, midlines were associated with a lower risk of bloodstream infection and occlusion compared with piccs. whether dvt risk is similar or greater with midlines compared with piccs for short-term use is unclear. randomized clinical trials comparing these devices for this indication are needed. ",NO
34842905,PICC infection,Yes,"safety and outcomes of midline catheters vs peripherally inserted central catheters for patients with short-term indications: a multicenter study. . importance: peripherally inserted central catheters (piccs) and midlines are frequently used for short-term venous access; whether one is safer than the other in this setting has not been adequately reported. objective: to compare outcomes between patients who had a picc vs midline placed for the indication of difficult vascular access or antibiotic therapy for 30 or fewer days. design, setting, and participants: this cohort study analyzed data from a multihospital registry including patients admitted to a participating site from december 2017 through january 2020 who had a picc or midline placement for the indications of difficult venous access or intravenous antibiotic therapy prescribed for 30 or fewer days. data were analyzed from october 2020 to march 2021. exposures: picc and midline placement. main outcomes and measures: major complications, including a composite of symptomatic catheter-associated deep vein thrombosis (dvt), catheter-related bloodstream infection, and catheter occlusion. logistic regression and cox proportional hazards regression models (taking into account catheter dwell) were used to estimate risk for major complications, adjusting for patient and device characteristics and the clustered nature of the data. sensitivity analyses limiting analyses to 10 days of device dwell were performed. results: data on 10 863 patients, 5758 with piccs and 5105 with midlines (median [iqr] age of device recipients, 64.8 [53.4-75.4] years; 5741 [52.8%] were female), were included. after adjusting for patient characteristics, comorbidities, catheter lumens, and dwell time in logit models, patients who received piccs had a greater risk of developing a major complication compared with those who received midlines (odds ratio, 1.99; 95% ci, 1.61-2.47). reduction in complications stemmed from lower rates of occlusion (2.1% vs 7.0%; p < .001) and bloodstream infection (0.4% vs 1.6%; p < .001) in midlines vs piccs; no significant difference in the risk of dvt between piccs and midlines was observed. in time-to-event models, similar outcomes for bloodstream infection and catheter occlusion were noted; however, the risk of dvt events was lower in patients who received piccs vs midlines (hazard ratio, 0.53; 95% ci, 0.38-0.74). results were robust to sensitivity analyses. conclusions and relevance: in this cohort study among patients with placement of midline catheters vs piccs for short-term indications, midlines were associated with a lower risk of bloodstream infection and occlusion compared with piccs. whether dvt risk is similar or greater with midlines compared with piccs for short-term use is unclear. randomized clinical trials comparing these devices for this indication are needed. ",Yes
26339941,Gender,Yes,"measurement of vein diameter for peripherally inserted central catheter (picc) insertion: an observational study. . choosing an appropriately sized vein reduces the risk of venous thromboembolism associated with peripherally inserted central catheters. this observational study described the diameters of the brachial, basilic, and cephalic veins and determined the effect of patient factors on vein size. ultrasound was used to measure the veins of 176 participants. vein diameter was similar in both arms regardless of hand dominance and side. patient factors-including greater age, height, and weight, as well as male gender-were associated with increased vein diameter. the basilic vein tended to have the largest diameter statistically. however, this was the case in only 55% of patients. ",Yes
33173567,Surgery_type of surgery,Yes,"upper body peripherally inserted central catheter in pediatric single ventricle patients. . background: there is risk of stenosis and thrombosis of the superior vena cava after upper extremity central catheter replacement. this complication is more serious among patients with single ventricle physiology, as it might preclude them from undergoing further life-sustaining palliative surgery. aim: to describe complications associated with the use of upper extremity percutaneous intravenous central catheters (piccs) in children with single ventricle physiology. methods: a single institution retrospective review of univentricular patients who underwent superior cavopulmonary anastomoses as their stage 2 palliation procedure from january 2014 until december 2018 and had upper body piccs placed at any point prior to this procedure. clinical data including ultrasonography, cardiac catheterization, echocardiogram reports and patient notes were used to determine the presence of thrombus or stenosis of the upper extremity and cervical vessels. data regarding the presence and duration of upper extremity piccs and upper extremity central venous catheter (cvc), and use of anticoagulation were recorded. results: seventy-six patients underwent superior cavopulmonary anastomoses, of which 56 (73%) had an upper extremity picc at some point prior to this procedure. median duration of picc usage was 24 d (25%, 75%: 12, 39). seventeen patients (30%) with piccs also had internal jugular or subclavian central venous catheters (cvcs) in place at some point prior to their superior cavopulmonary anastomoses, median duration 10 d (25%, 75%: 8, 14). thrombus was detected in association with 2 of the 56 piccs (4%) and 3 of the 17 cvcs (18%). all five patients were placed on therapeutic dose of low molecular weight heparin at the time of thrombus detection and subsequent cardiac catheterization demonstrated resolution in three of the five patients. no patients developed clinically significant venous stenosis. conclusion: use of upper extremity piccs in patients with single ventricle physiology prior to super cavopulmonary anastomosis is associated with a low rate of catheter-associated thrombosis. ",Yes
37254629,Cancer,Yes,"complication rates of peripherally inserted central catheters vs implanted ports in patients receiving systemic anticancer therapy: a retrospective cohort study. . while implanted port catheters (""ports"") have historically been the standard device for intravenous systemic anticancer therapy, the use of peripherally inserted central catheters (piccs) has increased continuously and reliable catheter selection guidelines are lacking. we compare complication rates of ports and piccs in cancer treatment in a retrospective study of 3365 patients with both solid organ (n = 2612) and hematologic (n = 753) malignancies, between 2001 and 2021. 26.4% (n = 890) of all patients were treated via piccs and 73.6% (2475) via ports. 20.7% (578) experienced a major catheter-related complication with a higher rate in piccs than in ports (23.5% vs 14.9%, p < .001). among major complications, infections and mechanical complications were more common in piccs than in ports (11.9% vs 6.4%, p = .001, 7.3% vs 4.2%, p = .002), whereas the rate of thrombosis was similar (3.4% vs 3.0%, p = .9). while ports had a higher rate of periprocedural complications (2.7% vs 1.1%, p < .05), piccs overall complication rate exceeded ports within 3 days from implantation. median follow-up was 49 (picc) and 60 weeks (port). ports are safer and therefore should be preferred in this setting regardless of catheter dwell time. ",YES
37254629,PICC infection,Yes,"complication rates of peripherally inserted central catheters vs implanted ports in patients receiving systemic anticancer therapy: a retrospective cohort study. . while implanted port catheters (""ports"") have historically been the standard device for intravenous systemic anticancer therapy, the use of peripherally inserted central catheters (piccs) has increased continuously and reliable catheter selection guidelines are lacking. we compare complication rates of ports and piccs in cancer treatment in a retrospective study of 3365 patients with both solid organ (n = 2612) and hematologic (n = 753) malignancies, between 2001 and 2021. 26.4% (n = 890) of all patients were treated via piccs and 73.6% (2475) via ports. 20.7% (578) experienced a major catheter-related complication with a higher rate in piccs than in ports (23.5% vs 14.9%, p < .001). among major complications, infections and mechanical complications were more common in piccs than in ports (11.9% vs 6.4%, p = .001, 7.3% vs 4.2%, p = .002), whereas the rate of thrombosis was similar (3.4% vs 3.0%, p = .9). while ports had a higher rate of periprocedural complications (2.7% vs 1.1%, p < .05), piccs overall complication rate exceeded ports within 3 days from implantation. median follow-up was 49 (picc) and 60 weeks (port). ports are safer and therefore should be preferred in this setting regardless of catheter dwell time. ",Yes
32943968,Cancer,Yes,"central venous catheter thrombosis in cancer: a multi-centre retrospective study investigating risk factors and contemporary trends in management. . objectives: central venous access is needed to facilitate chemotherapy for many cancer patients. central venous catheter-related thrombosis (cvct) is a major complication that can cause significant morbidity and mortality. we sought to explore the rate of cvct in a general cancer population in australia and to identify factors associated with increased risk of thrombosis. design: this is a multi-centre retrospective cohort study. setting and participants: we analysed key patient, treatment, and cancer-related factors for 317 patients with cancer and central venous catheters inserted for systemic therapy. main outcome measures: symptomatic cvct confirmed with imaging and management of patients with cvct. results: a total of 402 cases of central line insertion were analysed. central venous catheter-related thrombosis occurred in 24 patients (6.0%). having a peripherally inserted central catheter (picc; hr = 3.78, 95% ci = 1.28-11.19, p = .02) compared with an implantable port and a body mass index of ⩾25.0 kg/m(2) (hr = 3.60, 95% ci = 1.31-9.85, p = .01) were independently associated with increased risk of thrombosis. central venous catheter-related thrombosis was managed mostly with removal of the catheter (19 of 24 cases) and anticoagulation, including direct-acting oral anticoagulants in 5 patients. conclusions: this work explored rates of cvct in a general cancer population, observing increased rates in those with piccs or increased body mass index. ",YES
32943968,BMI,Yes,"central venous catheter thrombosis in cancer: a multi-centre retrospective study investigating risk factors and contemporary trends in management. . objectives: central venous access is needed to facilitate chemotherapy for many cancer patients. central venous catheter-related thrombosis (cvct) is a major complication that can cause significant morbidity and mortality. we sought to explore the rate of cvct in a general cancer population in australia and to identify factors associated with increased risk of thrombosis. design: this is a multi-centre retrospective cohort study. setting and participants: we analysed key patient, treatment, and cancer-related factors for 317 patients with cancer and central venous catheters inserted for systemic therapy. main outcome measures: symptomatic cvct confirmed with imaging and management of patients with cvct. results: a total of 402 cases of central line insertion were analysed. central venous catheter-related thrombosis occurred in 24 patients (6.0%). having a peripherally inserted central catheter (picc; hr = 3.78, 95% ci = 1.28-11.19, p = .02) compared with an implantable port and a body mass index of ⩾25.0 kg/m(2) (hr = 3.60, 95% ci = 1.31-9.85, p = .01) were independently associated with increased risk of thrombosis. central venous catheter-related thrombosis was managed mostly with removal of the catheter (19 of 24 cases) and anticoagulation, including direct-acting oral anticoagulants in 5 patients. conclusions: this work explored rates of cvct in a general cancer population, observing increased rates in those with piccs or increased body mass index. ",Yes
37166852,Gender,Yes,"the association of vasopressor administration through a midline catheter with catheter-related complications. . rationale: little is known about the safety of infusing vasopressors through a midline catheter. objectives: to evaluate safety outcomes after vasopressor administration through a midline. methods: we conducted a cohort study of adults admitted to 39 hospitals in michigan (december 2017-march 2022) who received vasopressors while either a midline or peripherally inserted central catheter (picc) was in place. patients receiving vasopressors through a midline were compared with those receiving vasopressors through a picc and, separately, to those with midlines in place but who received vasopressors through a different catheter. we used descriptive statistics to characterize and compare cohort characteristics. multivariable mixed effects logistic regression models were fit to determine the association between vasopressor administration through a midline with outcomes, primarily catheter-related complications (bloodstream infection, superficial thrombophlebitis, exit site infection, or catheter occlusion). results: our cohort included 287 patients with midlines through which vasopressors were administered, 1,660 with piccs through which vasopressors were administered, and 884 patients with midlines who received vasopressors through a separate catheter. age (median [interquartile range]: 68.7 [58.6-75.7], 66.6 [57.1-75.0], and 67.6 [58.7-75.8] yr) and gender (percentage female: 50.5%, 47.3%, and 43.8%) were similar in all groups. the frequency of catheter-related complications was lower in patients with midlines used for vasopressors than piccs used for vasopressors (5.2% vs. 13.4%; p < 0.001) but similar to midlines with vasopressor administration through a different device (5.2% vs. 6.3%; p = 0.49). after adjustment, administration of vasopressors through a midline was not associated with catheter-related complications compared with piccs with vasopressors (adjusted odds ratios [aor], 0.65 [95% confidence interval, 0.31-1.33]; p = 0.23) or midlines with vasopressors elsewhere (aor, 0.85 [0.46-1.58]; p = 0.59). midlines used for vasopressors were associated with greater risk of systemic thromboembolism (vs. piccs with vasopressors: aor, 2.69 [1.31-5.49]; p = 0.008; vs. midlines with vasopressors elsewhere: aor, 2.42 [1.29-4.54]; p = 0.008) but not thromboses restricted to the ipsilateral upper extremity (vs. piccs with vasopressors: aor, 2.35 [0.83-6.63]; p = 0.10; model did not converge for vs. midlines with vasopressors elsewhere). conclusions: we found no significant association of vasopressor administration through a midline with catheter-related complications. however, we identified increased odds of systemic (but not ipsilateral upper extremity) venous thromboembolism warranting further evaluation. ",Yes
25374804,ICU,Yes,"focus on peripherally inserted central catheters in critically ill patients. . venous access devices are of pivotal importance for an increasing number of critically ill patients in a variety of disease states and in a variety of clinical settings (emergency, intensive care, surgery) and for different purposes (fluids or drugs infusions, parenteral nutrition, antibiotic therapy, hemodynamic monitoring, procedures of dialysis/apheresis). however, healthcare professionals are commonly worried about the possible consequences that may result using a central venous access device (cvad) (mainly, bloodstream infections and thrombosis), both peripherally inserted central catheters (piccs) and centrally inserted central catheters (ciccs). this review aims to discuss indications, insertion techniques, and care of piccs in critically ill patients. piccs have many advantages over standard ciccs. first of all, their insertion is easy and safe -due to their placement into peripheral veins of the arm- and the advantage of a central location of catheter tip suitable for all osmolarity and ph solutions. using the ultrasound-guidance for the picc insertion, the risk of hemothorax and pneumothorax can be avoided, as well as the possibility of primary malposition is very low. picc placement is also appropriate to avoid post-procedural hemorrhage in patients with an abnormal coagulative state who need a cvad. some limits previously ascribed to piccs (i.e., low flow rates, difficult central venous pressure monitoring, lack of safety for radio-diagnostic procedures, single-lumen) have delayed their start up in the intensive care units as common practice. though, the recent development of power-injectable piccs overcomes these technical limitations and piccs have started to spread in critical care settings. two important take-home messages may be drawn from this review. first, the incidence of complications varies depending on venous accesses and healthcare professionals should be aware of the different clinical performance as well as of the different risks associated with each type of cvad (ciccs or piccs). second, an inappropriate cvad choice and, particularly, an inadequate insertion technique are relevant-and often not recognized-potential risk factors for complications in critically ill patients. we strongly believe that all healthcare professionals involved in the choice, insertion or management of cvads in critically ill patients should know all potential risk factors of complications. this knowledge may minimize complications and guarantee longevity to the cvad optimizing the risk/benefit ratio of cvad insertion and use. proper management of cvads in critical care saves lines and lives. much evidence from the medical literature and from the clinical practice supports our belief that, compared to ciccs, the so-called power-injectable peripherally inserted central catheters are a good alternative choice in critical care. ",Yes
25374804,PICC insertion procedure,Yes,"focus on peripherally inserted central catheters in critically ill patients. . venous access devices are of pivotal importance for an increasing number of critically ill patients in a variety of disease states and in a variety of clinical settings (emergency, intensive care, surgery) and for different purposes (fluids or drugs infusions, parenteral nutrition, antibiotic therapy, hemodynamic monitoring, procedures of dialysis/apheresis). however, healthcare professionals are commonly worried about the possible consequences that may result using a central venous access device (cvad) (mainly, bloodstream infections and thrombosis), both peripherally inserted central catheters (piccs) and centrally inserted central catheters (ciccs). this review aims to discuss indications, insertion techniques, and care of piccs in critically ill patients. piccs have many advantages over standard ciccs. first of all, their insertion is easy and safe -due to their placement into peripheral veins of the arm- and the advantage of a central location of catheter tip suitable for all osmolarity and ph solutions. using the ultrasound-guidance for the picc insertion, the risk of hemothorax and pneumothorax can be avoided, as well as the possibility of primary malposition is very low. picc placement is also appropriate to avoid post-procedural hemorrhage in patients with an abnormal coagulative state who need a cvad. some limits previously ascribed to piccs (i.e., low flow rates, difficult central venous pressure monitoring, lack of safety for radio-diagnostic procedures, single-lumen) have delayed their start up in the intensive care units as common practice. though, the recent development of power-injectable piccs overcomes these technical limitations and piccs have started to spread in critical care settings. two important take-home messages may be drawn from this review. first, the incidence of complications varies depending on venous accesses and healthcare professionals should be aware of the different clinical performance as well as of the different risks associated with each type of cvad (ciccs or piccs). second, an inappropriate cvad choice and, particularly, an inadequate insertion technique are relevant-and often not recognized-potential risk factors for complications in critically ill patients. we strongly believe that all healthcare professionals involved in the choice, insertion or management of cvads in critically ill patients should know all potential risk factors of complications. this knowledge may minimize complications and guarantee longevity to the cvad optimizing the risk/benefit ratio of cvad insertion and use. proper management of cvads in critical care saves lines and lives. much evidence from the medical literature and from the clinical practice supports our belief that, compared to ciccs, the so-called power-injectable peripherally inserted central catheters are a good alternative choice in critical care. ",YES
25374804,Performans score_performance status_karnofsky_ECOG_Less activity_bedridden > 72h,Yes,"focus on peripherally inserted central catheters in critically ill patients. . venous access devices are of pivotal importance for an increasing number of critically ill patients in a variety of disease states and in a variety of clinical settings (emergency, intensive care, surgery) and for different purposes (fluids or drugs infusions, parenteral nutrition, antibiotic therapy, hemodynamic monitoring, procedures of dialysis/apheresis). however, healthcare professionals are commonly worried about the possible consequences that may result using a central venous access device (cvad) (mainly, bloodstream infections and thrombosis), both peripherally inserted central catheters (piccs) and centrally inserted central catheters (ciccs). this review aims to discuss indications, insertion techniques, and care of piccs in critically ill patients. piccs have many advantages over standard ciccs. first of all, their insertion is easy and safe -due to their placement into peripheral veins of the arm- and the advantage of a central location of catheter tip suitable for all osmolarity and ph solutions. using the ultrasound-guidance for the picc insertion, the risk of hemothorax and pneumothorax can be avoided, as well as the possibility of primary malposition is very low. picc placement is also appropriate to avoid post-procedural hemorrhage in patients with an abnormal coagulative state who need a cvad. some limits previously ascribed to piccs (i.e., low flow rates, difficult central venous pressure monitoring, lack of safety for radio-diagnostic procedures, single-lumen) have delayed their start up in the intensive care units as common practice. though, the recent development of power-injectable piccs overcomes these technical limitations and piccs have started to spread in critical care settings. two important take-home messages may be drawn from this review. first, the incidence of complications varies depending on venous accesses and healthcare professionals should be aware of the different clinical performance as well as of the different risks associated with each type of cvad (ciccs or piccs). second, an inappropriate cvad choice and, particularly, an inadequate insertion technique are relevant-and often not recognized-potential risk factors for complications in critically ill patients. we strongly believe that all healthcare professionals involved in the choice, insertion or management of cvads in critically ill patients should know all potential risk factors of complications. this knowledge may minimize complications and guarantee longevity to the cvad optimizing the risk/benefit ratio of cvad insertion and use. proper management of cvads in critical care saves lines and lives. much evidence from the medical literature and from the clinical practice supports our belief that, compared to ciccs, the so-called power-injectable peripherally inserted central catheters are a good alternative choice in critical care. ",Yes
26623068,PICC infection,Yes,"an unusual cause of respiratory failure in a colon cancer patient. . permanent central venous catheters (cvc), such as port-a-cath®, hickmann® or picc®, are widely used in oncology patients for cancer treatment. thrombosis is a frequent complication that should be ruled out, as it is associated with potentially severe infection and hemodynamic consequences. this is the case report of a male patient who was undergoing chemotherapy for colon cancer. the patient presented with an atrial mass secondary to a cvc-related organized thrombus located inside the atrial cavity. the mass was inducing a massive right-to-left intracardial shunt due to a persistent foramen ovale and signs of respiratory failure that required surgical intervention to remove the intracardial mass. ",YES
33388763,Age,Yes,"risk of venous thromboembolism following rhinoplasty. . background: although prior studies have identified a low risk of venous thromboembolism (vte) in rhinoplasty, these studies are limited by small samples and associated risk factors remain unknown. objectives: the aim of this study was to discern the incidence of vte following rhinoplasty in a large patient population through analysis of a nationwide insurance claims database. methods: this study involved a population-based retrospective analysis of insurance claims made by patients who underwent rhinoplasty between 2007 and 2016. established risk factors for vte, demographic data, procedural details, and absolute incidence of vte were collected. results: we identified a total of 55,287 patients who underwent rhinoplasty from 2007 to 2016. mean age [standard error of the mean] was 38.74 [0.06] years (range, 18-74 years), and 54% were female. the overall incidence of vte was 111, of which 70 were dvt and 41 were pe. from multivariate regression analysis, previous vte (odds ratio [or], 52.8; 95% confidence interval [ci], 35.2-78.6; p < 0.0001), peripherally inserted central catheter (picc)/central line placement (or, 19.6; 95% ci, 9.8-153; p < 0.05), rib graft (or, 4.6; 95% ci, 2.3-8.5; p < 0.0001), age 41 to 60 years (or, 2.65; 95% ci, 1.7-4.3; p < 0.01), inflammatory bowel disease (ibd) (or, 2.6; 95% ci, 1.0-5.5; p < 0.05), and age 61 to 74 years (or, 2.4; 95% ci, 1.2-4.8; p < 0.05) were associated with an increased risk of vte. conclusions: we demonstrate a low overall incidence of vte in rhinoplasty patients. previous vte, picc/central line, advancing age, ibd, and intraoperative rib graft harvest were most strongly associated with vte in this population cohort. ",Yes
33388763,"Others (COPD, IBD)",Yes,"risk of venous thromboembolism following rhinoplasty. . background: although prior studies have identified a low risk of venous thromboembolism (vte) in rhinoplasty, these studies are limited by small samples and associated risk factors remain unknown. objectives: the aim of this study was to discern the incidence of vte following rhinoplasty in a large patient population through analysis of a nationwide insurance claims database. methods: this study involved a population-based retrospective analysis of insurance claims made by patients who underwent rhinoplasty between 2007 and 2016. established risk factors for vte, demographic data, procedural details, and absolute incidence of vte were collected. results: we identified a total of 55,287 patients who underwent rhinoplasty from 2007 to 2016. mean age [standard error of the mean] was 38.74 [0.06] years (range, 18-74 years), and 54% were female. the overall incidence of vte was 111, of which 70 were dvt and 41 were pe. from multivariate regression analysis, previous vte (odds ratio [or], 52.8; 95% confidence interval [ci], 35.2-78.6; p < 0.0001), peripherally inserted central catheter (picc)/central line placement (or, 19.6; 95% ci, 9.8-153; p < 0.05), rib graft (or, 4.6; 95% ci, 2.3-8.5; p < 0.0001), age 41 to 60 years (or, 2.65; 95% ci, 1.7-4.3; p < 0.01), inflammatory bowel disease (ibd) (or, 2.6; 95% ci, 1.0-5.5; p < 0.05), and age 61 to 74 years (or, 2.4; 95% ci, 1.2-4.8; p < 0.05) were associated with an increased risk of vte. conclusions: we demonstrate a low overall incidence of vte in rhinoplasty patients. previous vte, picc/central line, advancing age, ibd, and intraoperative rib graft harvest were most strongly associated with vte in this population cohort. ",Yes
29659465,Diabete,Yes,"does hyperglycemia affect risk of peripherally inserted central catheter-related upper extremity venous thrombosis? . it is not clear whether blood glucose (bg) affects the risk of peripherally inserted central catheter (picc)-related upper extremity venous thrombosis (pruevt). a case-control study was conducted comparing patients with pruevt versus patients with piccs who did not develop pruevt. bg on admission was significantly higher among cases with pruevt than controls. no significant differences were found between the groups in hemoglobin a1c or bg on the third day of hospitalization. pruevt cases were more likely to be diabetic, but this did not reach statistical significance. the time that a picc was in place before pruevt was diagnosed was longer for diabetic patients, but the authors believe this result must be viewed with caution. ",YES
29659465,Number of comorbidities/HTA/Hyperglycemia,Yes,"does hyperglycemia affect risk of peripherally inserted central catheter-related upper extremity venous thrombosis? . it is not clear whether blood glucose (bg) affects the risk of peripherally inserted central catheter (picc)-related upper extremity venous thrombosis (pruevt). a case-control study was conducted comparing patients with pruevt versus patients with piccs who did not develop pruevt. bg on admission was significantly higher among cases with pruevt than controls. no significant differences were found between the groups in hemoglobin a1c or bg on the third day of hospitalization. pruevt cases were more likely to be diabetic, but this did not reach statistical significance. the time that a picc was in place before pruevt was diagnosed was longer for diabetic patients, but the authors believe this result must be viewed with caution. ",YES
30795912,PICC indwelling time,Yes,"should you pick the picc? prolonged use of peripherally inserted central venous catheters in children with intestinal failure. . purpose: prolonged central vascular access is a source of significant morbidity in children with intestinal failure (if). in an effort to decrease morbidity, our multidisciplinary if team has primarily used peripherally inserted central catheters (piccs) for these patients. we compared outcomes of piccs to broviacs®. methods: a review of children with if (2006-2018) at an academic children's hospital was conducted. inclusion criteria: total parenteral nutrition duration >42 days or small bowel length < 25% of total for gestational age. complications/1000 catheter days were extracted, and a poisson model was used to compare complications between piccs and broviacs®. results: thirty-seven patients with if were included, accounting for 19,452 catheter days. there were 209 piccs (1.2-4f) and 39 broviacs® (2.7-7f). the median duration of overall picc access/patient was 166 days (range: 35 days-8 years). incidences of central line associated blood stream infection and venous thrombosis were 3.95 and 0.55 per 1000 catheter days, respectively. there were no significant differences in complication rates per line per catheter day between piccs and broviacs® on multivariate analysis. broviacs® showed a trend towards increased of catheter-related hospital admissions when compared to piccs. conclusions: piccs in children with intestinal failure have similar complication rates to broviacs® but may reduce catheter-related hospital admissions. use of tunneled piccs and increasing experience with this vascular access method may allow it to realize its potential advantages. level of evidence: retrospective study, level iii. ",YES
30795912,PICC infection,No,"should you pick the picc? prolonged use of peripherally inserted central venous catheters in children with intestinal failure. . purpose: prolonged central vascular access is a source of significant morbidity in children with intestinal failure (if). in an effort to decrease morbidity, our multidisciplinary if team has primarily used peripherally inserted central catheters (piccs) for these patients. we compared outcomes of piccs to broviacs®. methods: a review of children with if (2006-2018) at an academic children's hospital was conducted. inclusion criteria: total parenteral nutrition duration >42 days or small bowel length < 25% of total for gestational age. complications/1000 catheter days were extracted, and a poisson model was used to compare complications between piccs and broviacs®. results: thirty-seven patients with if were included, accounting for 19,452 catheter days. there were 209 piccs (1.2-4f) and 39 broviacs® (2.7-7f). the median duration of overall picc access/patient was 166 days (range: 35 days-8 years). incidences of central line associated blood stream infection and venous thrombosis were 3.95 and 0.55 per 1000 catheter days, respectively. there were no significant differences in complication rates per line per catheter day between piccs and broviacs® on multivariate analysis. broviacs® showed a trend towards increased of catheter-related hospital admissions when compared to piccs. conclusions: piccs in children with intestinal failure have similar complication rates to broviacs® but may reduce catheter-related hospital admissions. use of tunneled piccs and increasing experience with this vascular access method may allow it to realize its potential advantages. level of evidence: retrospective study, level iii. ",NO
36113076,PICC indwelling time,Yes,"catheter-related complications in onco-hematologic children: a retrospective clinical study on 227 central venous access devices. . background: the use of central venous access devices (cvads) is of paramount importance to safely deliver antiblastic and support therapies in children with cancer. though, in pediatric patients, as much as in adults, cvads are potentially associated with severe complications which may result in unscheduled interruption of therapy, hospitalization, increased morbidity/mortality, and increased cost of care. methods: we have reviewed retrospectively our experience with cvads in children with solid tumors and hematologic diseases, with the purpose of verifying if the adoption of well-defined insertion and maintenance bundles might be effective in reducing catheter-related complications, and in particular catheter-related thrombosis. results: a total of 227 cvads were analyzed: 175 peripherally inserted central catheters (piccs), 50 centrally inserted central catheters (ciccs), and 2 femorally inserted central catheters. all cvads were non-valved, non-cuffed power injectable polyurethane catheters; 81% were tunneled. median dwelling time of cvads was 172 days, for a total number of 39,044 catheter days. a very low incidence of both symptomatic catheter-related thrombosis (0.9%) and catheter-related blood stream infection (0.56 episodes per 1000 catheter days) was found. unscheduled removal or guidewire replacement because of mechanic complications occurred in 15.7% of cvads. there was no difference in terms of complications between piccs and ciccs or between tunneled and non-tunneled catheters. conclusions: our experience with cvads in oncologic and hematologic children suggests that catheter-related complications may be minimized by the adoption of appropriate insertion and maintenance bundles. ",yes
36113076,PICC infection,Yes,"catheter-related complications in onco-hematologic children: a retrospective clinical study on 227 central venous access devices. . background: the use of central venous access devices (cvads) is of paramount importance to safely deliver antiblastic and support therapies in children with cancer. though, in pediatric patients, as much as in adults, cvads are potentially associated with severe complications which may result in unscheduled interruption of therapy, hospitalization, increased morbidity/mortality, and increased cost of care. methods: we have reviewed retrospectively our experience with cvads in children with solid tumors and hematologic diseases, with the purpose of verifying if the adoption of well-defined insertion and maintenance bundles might be effective in reducing catheter-related complications, and in particular catheter-related thrombosis. results: a total of 227 cvads were analyzed: 175 peripherally inserted central catheters (piccs), 50 centrally inserted central catheters (ciccs), and 2 femorally inserted central catheters. all cvads were non-valved, non-cuffed power injectable polyurethane catheters; 81% were tunneled. median dwelling time of cvads was 172 days, for a total number of 39,044 catheter days. a very low incidence of both symptomatic catheter-related thrombosis (0.9%) and catheter-related blood stream infection (0.56 episodes per 1000 catheter days) was found. unscheduled removal or guidewire replacement because of mechanic complications occurred in 15.7% of cvads. there was no difference in terms of complications between piccs and ciccs or between tunneled and non-tunneled catheters. conclusions: our experience with cvads in oncologic and hematologic children suggests that catheter-related complications may be minimized by the adoption of appropriate insertion and maintenance bundles. ",Yes
