PMID,FACTOR,TEXT
26369828,Cancer,"after systematic reviews of the literature, scenarios related to picc use, care, and maintenance were developed according to patient population (for example, general hospitalized, critically ill, cancer, kidney disease), indication for insertion (infusion of peripherally compatible infusates vs. in patients with cancer, piccs were rated as appropriate for irritant or vesicant infusion, regardless of duration."
26369828,PICC infection,"increasing use has led to the realization that piccs are associated with important complications, including thrombosis and infection."
23633980,Cancer,"upper extremity venous thrombosis in patients with cancer with peripherally inserted central venous catheters: a retrospective analysis of risk factors. the purpose of this study was to ascertain risk factors associated with an increased risk of picc-associated uevt in patients with cancer. methods: retrospective analysis identified 237 patients with cancer who received piccs at the dallas veterans affairs medical center from 2006 to 2009. conclusion: specific factors significantly increase the risk of uevt in patients with cancer with piccs, whereas use of apas seems to have a protective effect against uevt."
23633980,Biology ( blood platelet level_white blood cell level_triglycerides_fibrinogen),"we analyzed many risk factors, including picc infection (pi), use of erythropoiesis-stimulating agents (esas), antiplatelet agents (apas), treatment dose anticoagulation (tda), and bevacizumab."
23633980,PICC infection,"we analyzed many risk factors, including picc infection (pi), use of erythropoiesis-stimulating agents (esas), antiplatelet agents (apas), treatment dose anticoagulation (tda), and bevacizumab."
23633980,Erythropoiesis-stimulating agents,"we analyzed many risk factors, including picc infection (pi), use of erythropoiesis-stimulating agents (esas), antiplatelet agents (apas), treatment dose anticoagulation (tda), and bevacizumab."
32043739,Cancer,"catheter-related thrombosis incidence and risk factors in adult cancer patients with central venous access devices. background: central venous access devices (cvad) are commonly employed in the management of cancer patients. aim: to review the incidence and risk factors for catheter-related thrombosis (crt) in cancer patients with a cvad. methods: we performed a prospective observational cohort study of adult patients with cancer requiring a cvad between 1 january 2004 and 29 june 2016. hodgkin lymphoma, germ cell and oesophagus cancers had the highest crt rates. cancer subtype and insertion side were not predictive of thrombosis."
32043739,Age,"older age groups developed crt at lower rates (hr 0.57; 95% ci 0.39-0.84 for age 50-61 years, and hr 0.63; 95% ci 0.45-0.89 for age >61 years) compared to age <50 years. conclusions: age <50 years, picc lines and prior crt were associated with highest crt rate."
23354238,ICU,"which central venous catheters have the highest rate of catheter-associated deep venous thrombosis: a prospective analysis of 2,128 catheter days in the surgical intensive care unit. background: catheter-associated deep venous thromboses (cadvts) are a common occurrence in the surgical intensive care unit (sicu), necessitating central venous catheter (cvc) removal and replacement."
23354238,PICC indwelling time,"which central venous catheters have the highest rate of catheter-associated deep venous thrombosis: a prospective analysis of 2,128 catheter days in the surgical intensive care unit. rates of cadvt were 9 per 1,000 catheter days for sc, 61 for ij (p < 0.01 vs."
30111976,Cancer,"perceptions of vascular access for intravenous systemic therapy and risk factors for lymphedema in early-stage breast cancer-a patient survey. background: the choice of vascular access for systemic therapy administration in breast cancer remains an area of clinical equipoise, and patient preference is not consistently acknowledged. using a patient survey, we evaluated the patient experience with vascular access during treatment for early-stage breast cancer and explored perceived risk factors for lymphedema. methods: patients who had received systemic therapy for early-stage breast cancer were surveyed at 2 canadian cancer centres."
24811603,PICC infection,one suspected catheter-associated bloodstream infection did occur in the picc group.
24811603,Blood vessel irritating drug_vancomycin_amphotericine,"safe administration of vancomycin through a novel midline catheter: a randomized, prospective clinical trial. background: according to the 2011 infusion nursing standards of practice, the low ph of intravenous vancomycin requires that it be administered through a central line. purpose: a prospective, controlled, randomized clinical trial was conducted to determine if intravenous vancomycin could be safely administered through a novel midline catheter (powerwand®, access scientific, san diego, ca). methods: patients scheduled to receive short-term (<6 days) intravenous vancomycin were randomly assigned to receive treatment through either a peripherally inserted central catheter (picc) or the midline study device. conclusions: short-term intravenous vancomycin can be safely and cost-efficiently administered in the deep vessels of the upper arm using the midline study device."
31387123,PICC infection,"outpatient parenteral antibiotic therapy (opat) with peripherally inserted central catheter in patients with periprosthetic joint infection. background: a key factor in the successful treatment of periprosthetic joint infection is the consistent antimicrobial therapy. methods: we prospectively evaluated the systematic use of picc in 11 patients with periprosthetic joint infection. the occurrence of a catheter-related bloodstream infection (crbsi) was not recorded. none of our patients had picc-associated infections, thrombophlebitis or thrombosis. at a mean follow-up of 29 months, successful infection eradication as measured by the delphi criteria was achieved in 100%. antimicrobial therapy for treatment of periprosthetic joint infection. the successful infection control in all cases despite proven difficult-to-treat infection is promising."
31565960,PICC infection,"the primary end point was the incidence of composite catheter-related adverse events that included local events, catheter dislodgment, infiltration, catheter occlusion, catheter-related venous thromboembolism, extravasation, and line-associated infection."
31464692,Chemotherapy,"background: peripherally inserted central catheters (piccs) and implantable port catheters (ipcs) are 2 most common central venous access for cancer patients receiving chemotherapy. objective: to compare the differences of complications and costs of picc and ipc in the treatment of cancer patients with chemotherapy and to provide a basis for better clinical decision making. conclusions: implantable port catheter has advantages over picc in reducing cancer patients' complications and less cost in terms of long-term cancer chemotherapy. implications for practice: in terms of safety, the results provide evidence for practitioners to choose which type of central venous catheters is better for cancer chemotherapy patients."
31464692,Cancer,"complications and costs of peripherally inserted central venous catheters compared with implantable port catheters for cancer patients: a meta-analysis. background: peripherally inserted central catheters (piccs) and implantable port catheters (ipcs) are 2 most common central venous access for cancer patients receiving chemotherapy. objective: to compare the differences of complications and costs of picc and ipc in the treatment of cancer patients with chemotherapy and to provide a basis for better clinical decision making. conclusions: implantable port catheter has advantages over picc in reducing cancer patients' complications and less cost in terms of long-term cancer chemotherapy. implications for practice: in terms of safety, the results provide evidence for practitioners to choose which type of central venous catheters is better for cancer chemotherapy patients."
31464692,PICC insertion procedure,"peripherally inserted central catheter use was associated with higher complication rates than ipc, including occlusion, infection, malposition, catheter-related thrombosis, extravasation, phlebitis, and accidental removal rate."
31464692,PICC infection,"peripherally inserted central catheter use was associated with higher complication rates than ipc, including occlusion, infection, malposition, catheter-related thrombosis, extravasation, phlebitis, and accidental removal rate."
23697825,Cancer,"in the non-comparison studies, the weighted frequency of picc-related deep vein thrombosis was highest in patients who were critically ill (13·91%, 95% ci 7·68-20·14) and those with cancer (6·67%, 4·69-8·64)."
36299679,Chemotherapy,"functions of heparin sodium injection in the prevention of peripherally inserted central catheter-related venous thrombosis in nsclc patients during postoperative chemotherapy. objective: this study intended to analyze hazardous factors of venous thrombosis by comparing the effect of different doses of heparin sodium injection on the incidence rate of peripherally inserted central catheter (picc)-related venous thrombosis in non-small cell lung carcinoma (nsclc) patients during postoperative chemotherapy. based on their different pathological types, patients were given two different chemotherapy regimens: pemetrexed+cisplatin or paclitaxel+cisplatin. conclusion: heparin sodium could significantly lower the incidence rate of picc-related venous thrombosis in nsclc patients during postoperative chemotherapy."
36299679,Cancer,"methods: 425 nsclc patients who received picc catheterization in cancer hospital chinese academy of medical sciences, shenzhen hospital from july 2019 to july 2021 were collected. objective: this study intended to analyze hazardous factors of venous thrombosis by comparing the effect of different doses of heparin sodium injection on the incidence rate of peripherally inserted central catheter (picc)-related venous thrombosis in non-small cell lung carcinoma (nsclc) patients during postoperative chemotherapy."
24436591,Gender,"patients were analyzed for age, gender, race, site of thrombosis, coagulation factors, lipid panel, type of antiretroviral treatment, past or present history of infections or malignancy, cd4 absolute and helper cell counts at the beginning of thrombosis, response to treatment and outcome. all were male patients with six patients having lower limb thrombosis, one patient with upper limb thrombosis related to peripheral inserted central catheter (picc), and one patient had pulmonary embolism with no deep vein thrombosis. conclusion thrombosis in hiv patients is seen more commonly in middle aged, community ambulant male patients."
24436591,PICC infection,"there are several intersecting mechanisms associated with hiv infection and antiviral therapy that are emerging, which may lead to vasculopathy and hypercoagulability in these patients. patients were analyzed for age, gender, race, site of thrombosis, coagulation factors, lipid panel, type of antiretroviral treatment, past or present history of infections or malignancy, cd4 absolute and helper cell counts at the beginning of thrombosis, response to treatment and outcome."
35815563,Anticoagulants therapy,"results: anticoagulants resulted a protective factor mostly for partial cvc occlusion (p = 0.0001), preventing cvc occlusions."
35701467,Diabete,"compared to the crt-free group, the crt group was older and showed higher body mass index (bmi), leukocyte count level, and the prevalence of diabetes mellitus."
35701467,BMI,"compared to the crt-free group, the crt group was older and showed higher body mass index (bmi), leukocyte count level, and the prevalence of diabetes mellitus. multivariable logistic regression analysis showed that bmi (p = 0.03) was a significant risk factor for crt."
35701467,Age,"compared to the crt-free group, the crt group was older and showed higher body mass index (bmi), leukocyte count level, and the prevalence of diabetes mellitus."
37349797,Age,"the cases highlight that clinicians should have a low threshold to utilise imaging modalities such as computerised tomography and transthoracic echocardiography when there is an untoward change in physiological parameters among patients with peripherally inserted central catheters, particularly those with risk factors for peripherally inserted central catheter associated venous thrombosis."
29148000,Cancer,"methods: from october 2010 to december 2014, 221 cancer patients with svcs in our center received real-time ultrasound-guidance of the superficial femoral vein inserted central catheters (ficcs) at the mid-thigh. picc insertion via upper extremity veins had also been investigated in 2604 cancer patients without svcs as control."
29148000,PICC insertion procedure,"the major complications included skin allergy to chlorhexidine gluconate (chg) dressings, exudation, catheter-related infection, catheter occlusions, unplanned catheter withdrawal, venous thrombosis, mechanical phlebitis, and catheter malposition. it is interesting that a higher rate of catheter malposition was observed in the upper extremity veins picc group than in the ficc group (2.15% vs. picc insertion via upper extremity veins had also been investigated in 2604 cancer patients without svcs as control."
29377971,Two or more lumens,"compared to piccs placed for >5 days, variables associated with short-term piccs included difficult venous access (odds ratio [or], 1.54; 95% confidence interval [ci], 1.40-1.69), multilumen devices (or, 1.53; 95% ci, 1.39-1.69), and teaching hospitals (or, 1.25; 95% ci, 1.04-1.52)."
29377971,PICC infection,"complications associated with short-term use, including major (eg, venous thromboembolism [vte] or central lineassociated bloodstream infection [clabsi]) or minor (eg, catheter occlusion, tip migration) events were assessed."
25120012,Chemotherapy,"purpose: few prospective follow-up studies evaluating the use of peripherally inserted central catheters (piccs) to deliver chemotherapy and/or home parenteral nutrition (hpn) have focused exclusively on oncology outpatients. all patients received hpn and 71 % received chemotherapy during the study period. the main findings of this study were that, if accurately managed, piccs can be safely used in cancer patients receiving chemotherapy and/or hpn, recording a low incidence of crbsi, thrombosis, and mechanical complications; a long catheter life span; and a low probability of catheter removal because of complications."
25120012,Cancer,"peripherally inserted central catheters in non-hospitalized cancer patients: 5-year results of a prospective study. the aim of this prospective study was to assess the reliability and the safety of piccs over a 5-year use in non-hospitalized cancer patients requiring long-term intravenous therapies. the main findings of this study were that, if accurately managed, piccs can be safely used in cancer patients receiving chemotherapy and/or hpn, recording a low incidence of crbsi, thrombosis, and mechanical complications; a long catheter life span; and a low probability of catheter removal because of complications. conclusions: our study suggests that piccs can be successfully utilized as safe and long-lasting venous access devices in non-hospitalized cancer patients."
25120012,PICC indwelling time,"results: two hundred sixty-nine piccs in 250 patients (98 % with solid malignancies) were studied, for a total of 55,293 catheter days (median dwell time 184 days, range 15-1,384). the incidence of catheter-related bloodstream infections (crbsis) was low (0.05 per 1,000 catheter days), picc-related symptomatic thrombosis was rare (1.1 %; 0.05 per 1,000 catheter days), and mechanical complications were uncommon (13.1 %; 0.63 per 1,000 catheter days). the overall complication rate was 17.5 % (0.85 per 1,000 catheter days) and piccs were removed because of complications only in 7 % of cases."
25120012,Total parenteral nutrition,purpose: few prospective follow-up studies evaluating the use of peripherally inserted central catheters (piccs) to deliver chemotherapy and/or home parenteral nutrition (hpn) have focused exclusively on oncology outpatients.
25120012,PICC infection,"the incidence of catheter-related bloodstream infections (crbsis) was low (0.05 per 1,000 catheter days), picc-related symptomatic thrombosis was rare (1.1 %; 0.05 per 1,000 catheter days), and mechanical complications were uncommon (13.1 %; 0.63 per 1,000 catheter days)."
34842905,Two or more lumens,"after adjusting for patient characteristics, comorbidities, catheter lumens, and dwell time in logit models, patients who received piccs had a greater risk of developing a major complication compared with those who received midlines (odds ratio, 1.99; 95% ci, 1.61-2.47)."
34842905,Number of comorbidities/HTA/Hyperglycemia,"after adjusting for patient characteristics, comorbidities, catheter lumens, and dwell time in logit models, patients who received piccs had a greater risk of developing a major complication compared with those who received midlines (odds ratio, 1.99; 95% ci, 1.61-2.47)."
34842905,PICC infection,"main outcomes and measures: major complications, including a composite of symptomatic catheter-associated deep vein thrombosis (dvt), catheter-related bloodstream infection, and catheter occlusion. reduction in complications stemmed from lower rates of occlusion (2.1% vs 7.0%; p < .001) and bloodstream infection (0.4% vs 1.6%; p < .001) in midlines vs piccs; no significant difference in the risk of dvt between piccs and midlines was observed. in time-to-event models, similar outcomes for bloodstream infection and catheter occlusion were noted; however, the risk of dvt events was lower in patients who received piccs vs midlines (hazard ratio, 0.53; 95% ci, 0.38-0.74). conclusions and relevance: in this cohort study among patients with placement of midline catheters vs piccs for short-term indications, midlines were associated with a lower risk of bloodstream infection and occlusion compared with piccs."
26339941,Gender,"patient factors-including greater age, height, and weight, as well as male gender-were associated with increased vein diameter."
33173567,Surgery_type of surgery,"this complication is more serious among patients with single ventricle physiology, as it might preclude them from undergoing further life-sustaining palliative surgery."
37254629,Cancer,"complication rates of peripherally inserted central catheters vs implanted ports in patients receiving systemic anticancer therapy: a retrospective cohort study. while implanted port catheters (""ports"") have historically been the standard device for intravenous systemic anticancer therapy, the use of peripherally inserted central catheters (piccs) has increased continuously and reliable catheter selection guidelines are lacking. we compare complication rates of ports and piccs in cancer treatment in a retrospective study of 3365 patients with both solid organ (n = 2612) and hematologic (n = 753) malignancies, between 2001 and 2021."
37254629,PICC infection,"among major complications, infections and mechanical complications were more common in piccs than in ports (11.9% vs 6.4%, p = .001, 7.3% vs 4.2%, p = .002), whereas the rate of thrombosis was similar (3.4% vs 3.0%, p = .9)."
32943968,Cancer,"central venous catheter thrombosis in cancer: a multi-centre retrospective study investigating risk factors and contemporary trends in management. objectives: central venous access is needed to facilitate chemotherapy for many cancer patients. we sought to explore the rate of cvct in a general cancer population in australia and to identify factors associated with increased risk of thrombosis. setting and participants: we analysed key patient, treatment, and cancer-related factors for 317 patients with cancer and central venous catheters inserted for systemic therapy. conclusions: this work explored rates of cvct in a general cancer population, observing increased rates in those with piccs or increased body mass index."
32943968,BMI,"having a peripherally inserted central catheter (picc; hr = 3.78, 95% ci = 1.28-11.19, p = .02) compared with an implantable port and a body mass index of ⩾25.0 kg/m(2) (hr = 3.60, 95% ci = 1.31-9.85, p = .01) were independently associated with increased risk of thrombosis. conclusions: this work explored rates of cvct in a general cancer population, observing increased rates in those with piccs or increased body mass index."
37166852,Gender,"age (median [interquartile range]: 68.7 [58.6-75.7], 66.6 [57.1-75.0], and 67.6 [58.7-75.8] yr) and gender (percentage female: 50.5%, 47.3%, and 43.8%) were similar in all groups."
25374804,ICU,"some limits previously ascribed to piccs (i.e., low flow rates, difficult central venous pressure monitoring, lack of safety for radio-diagnostic procedures, single-lumen) have delayed their start up in the intensive care units as common practice."
25374804,PICC insertion procedure,"using the ultrasound-guidance for the picc insertion, the risk of hemothorax and pneumothorax can be avoided, as well as the possibility of primary malposition is very low."
25374804,Performans score_performance status_karnofsky_ECOG_Less activity_bedridden > 72h,"second, an inappropriate cvad choice and, particularly, an inadequate insertion technique are relevant-and often not recognized-potential risk factors for complications in critically ill patients."
26623068,PICC infection,"thrombosis is a frequent complication that should be ruled out, as it is associated with potentially severe infection and hemodynamic consequences."
33388763,Age,"mean age [standard error of the mean] was 38.74 [0.06] years (range, 18-74 years), and 54% were female. from multivariate regression analysis, previous vte (odds ratio [or], 52.8; 95% confidence interval [ci], 35.2-78.6; p < 0.0001), peripherally inserted central catheter (picc)/central line placement (or, 19.6; 95% ci, 9.8-153; p < 0.05), rib graft (or, 4.6; 95% ci, 2.3-8.5; p < 0.0001), age 41 to 60 years (or, 2.65; 95% ci, 1.7-4.3; p < 0.01), inflammatory bowel disease (ibd) (or, 2.6; 95% ci, 1.0-5.5; p < 0.05), and age 61 to 74 years (or, 2.4; 95% ci, 1.2-4.8; p < 0.05) were associated with an increased risk of vte."
33388763,"Others (COPD, IBD)","from multivariate regression analysis, previous vte (odds ratio [or], 52.8; 95% confidence interval [ci], 35.2-78.6; p < 0.0001), peripherally inserted central catheter (picc)/central line placement (or, 19.6; 95% ci, 9.8-153; p < 0.05), rib graft (or, 4.6; 95% ci, 2.3-8.5; p < 0.0001), age 41 to 60 years (or, 2.65; 95% ci, 1.7-4.3; p < 0.01), inflammatory bowel disease (ibd) (or, 2.6; 95% ci, 1.0-5.5; p < 0.05), and age 61 to 74 years (or, 2.4; 95% ci, 1.2-4.8; p < 0.05) were associated with an increased risk of vte. previous vte, picc/central line, advancing age, ibd, and intraoperative rib graft harvest were most strongly associated with vte in this population cohort."
29659465,Diabete,"pruevt cases were more likely to be diabetic, but this did not reach statistical significance. the time that a picc was in place before pruevt was diagnosed was longer for diabetic patients, but the authors believe this result must be viewed with caution."
29659465,Number of comorbidities/HTA/Hyperglycemia,does hyperglycemia affect risk of peripherally inserted central catheter-related upper extremity venous thrombosis? .
30795912,PICC indwelling time,"complications/1000 catheter days were extracted, and a poisson model was used to compare complications between piccs and broviacs®. results: thirty-seven patients with if were included, accounting for 19,452 catheter days. incidences of central line associated blood stream infection and venous thrombosis were 3.95 and 0.55 per 1000 catheter days, respectively. there were no significant differences in complication rates per line per catheter day between piccs and broviacs® on multivariate analysis."
30795912,PICC infection,"incidences of central line associated blood stream infection and venous thrombosis were 3.95 and 0.55 per 1000 catheter days, respectively."
36113076,PICC indwelling time,"median dwelling time of cvads was 172 days, for a total number of 39,044 catheter days. a very low incidence of both symptomatic catheter-related thrombosis (0.9%) and catheter-related blood stream infection (0.56 episodes per 1000 catheter days) was found."
36113076,PICC infection,a very low incidence of both symptomatic catheter-related thrombosis (0.9%) and catheter-related blood stream infection (0.56 episodes per 1000 catheter days) was found.
29293304,PICC infection,"while generally safe, cvads can be associated with complications such as catheter occlusion or rupture, venous thrombosis, and bloodstream infection. a number of strategies have been used to minimize the occurrence of cvad- and picc-associated complications such as antimicrobial-impregnated lines for prevention of infection, or addition of a valve (valved catheters) to prevent occlusion by preventing reflux of blood into the catheter."
35285085,PICC infection,"we compared the safety of the two types of devices in a homogeneous and monocentric population of diffuse large b-cell lymphoma (dlbcl) patients who were treated with first-line immunochemotherapy by evaluating the numbers of catheter-related venous thromboses (vts) and infections that occurred in the six months after implantation according to the type of device. methods: using a propensity score, the adjusted relative risk (arr) between the type of catheter and the occurrence of catheter-related complications (infection and/or vt) of interest was retrospectively determined. results: 479 patients were enrolled (266 ports/213 piccs), and 26 vts (5.4%) and 30 infections (6.3%) were identified in the period following picc/port implantation. the adjusted relative risk (arr) of catheter-related complications (infection and/or vt) according to the type of device was 2.6 (95% ci =1.3-5.9, p = .0075). this risk increase associated with the picc device was significant for both infections (arr = 3.2; 95% ci = 1.3-10.9) and thrombosis (arr = 4; 95% ci = 1.5-11.6)."
34148390,PICC infection,"in patients with cta-tunneled external catheters, there were two dislodgments, four episodes of central line associated blood stream infections, and one local infection."
32205131,Chemotherapy,"patterns and risk factors of peripherally inserted central venous catheter-related symptomatic thrombosis events in patients with malignant tumors receiving chemotherapy. objective: peripherally inserted central venous catheter (picc)-related thrombosis (prt) is a serious complication that can lead to interruptions in chemotherapy and other supportive care, as well as increased hospital stay and costs. we conducted a retrospective study to evaluate the patterns of symptomatic prt in patients with cancer undergoing chemotherapy and their risk factors. predictors associated with increased risk of prt were age >60 years (odds ratio [or], 2.142; 95% confidence interval [ci], 1.118-4.103) and a chemotherapy regimen containing fluorouracil (or, 2.429; 95% ci, 1.013-5.825). conclusions: age >60 years and chemotherapy regimens containing fluorouracil were independent risk factors for prt and hypertension with medication was associated with a lower risk of prt in patients with cancer with piccs receiving chemotherapy."
32205131,Cancer,"we conducted a retrospective study to evaluate the patterns of symptomatic prt in patients with cancer undergoing chemotherapy and their risk factors. the symptomatic svt occurred in 42 of 938 patients with cancer (4.5%), which accounted for 68.9% of all uevt events. conclusions: age >60 years and chemotherapy regimens containing fluorouracil were independent risk factors for prt and hypertension with medication was associated with a lower risk of prt in patients with cancer with piccs receiving chemotherapy. piccs-related svt was a frequent type of prt, which might need a better understanding and anticoagulant therapy in patients with cancer with piccs."
32205131,Age,"predictors associated with increased risk of prt were age >60 years (odds ratio [or], 2.142; 95% confidence interval [ci], 1.118-4.103) and a chemotherapy regimen containing fluorouracil (or, 2.429; 95% ci, 1.013-5.825). conclusions: age >60 years and chemotherapy regimens containing fluorouracil were independent risk factors for prt and hypertension with medication was associated with a lower risk of prt in patients with cancer with piccs receiving chemotherapy."
32205131,Hypertension,"hypertension with medication was a protective factor for prt (or, 0.306; 95% ci, 0.113-0.828). conclusions: age >60 years and chemotherapy regimens containing fluorouracil were independent risk factors for prt and hypertension with medication was associated with a lower risk of prt in patients with cancer with piccs receiving chemotherapy."
27792437,PICC indwelling time,"following the change in needle-free connector, 180 piccs were inserted by the vascular access team on one of the organisation's sites over a 12-month period, with a total dwell time of 9702 catheter days (mean: 53.9 days, median: 35 days), a pwo rate of 1/1000 catheter days and total occlusion rate of 0.4/1000 catheter days."
25191821,Biology ( blood platelet level_white blood cell level_triglycerides_fibrinogen),"not being on any form of anticoagulant or antiplatelet agent was associated with a modestly increased risk of pruevt (odds ratio 1.93, p = .036, 95% confidence interval, 1.025-3.602)."
25191821,Anticoagulants therapy,"not being on any form of anticoagulant or antiplatelet agent was associated with a modestly increased risk of pruevt (odds ratio 1.93, p = .036, 95% confidence interval, 1.025-3.602)."
30513003,PICC insertion procedure,"introduction: thrombotic complications associated with peripherally inserted central catheters (piccs) are common, as most synthetic materials when placed in the presence of serum often result in platelet activation, fibrin deposition, thrombotic occlusion, and potentially embolization."
30513003,Biology ( blood platelet level_white blood cell level_triglycerides_fibrinogen),"introduction: thrombotic complications associated with peripherally inserted central catheters (piccs) are common, as most synthetic materials when placed in the presence of serum often result in platelet activation, fibrin deposition, thrombotic occlusion, and potentially embolization."
24090605,Chemotherapy,"introduction: central venous catheters (cvc) related thrombosis (crt) represents a well known complication in patients with acute myeloid leukemia (aml) receiving intensive chemotherapy but the efficacy of antithrombotic prophylaxis still remains controversial. patients and methods: we analyzed 71 consecutive aml patients whose cvc was inserted before each chemotherapy cycle for an overall number of 106 cvc placements. conclusion: our retrospective study, although based on a small sample size, suggests that the occurrence of cvc-exit site infections and neutropenic sepsis following chemotherapy significantly increases the risk of crt in aml, independently from the use of lmwh prophylaxis."
24090605,Cancer,infections increase the risk of central venous catheter-related thrombosis in adult acute myeloid leukemia. introduction: central venous catheters (cvc) related thrombosis (crt) represents a well known complication in patients with acute myeloid leukemia (aml) receiving intensive chemotherapy but the efficacy of antithrombotic prophylaxis still remains controversial.
24090605,Biology ( blood platelet level_white blood cell level_triglycerides_fibrinogen),lmwh was delivered regardless of the platelet (plt) count once provided that it should have been maintained above 20 x 10(9)/l by transfusions.
24090605,PICC infection,"infections increase the risk of central venous catheter-related thrombosis in adult acute myeloid leukemia. results: of 106 insertions, we observed 19 (18%) episodes of crt, 58 (54%) of sepsis and 50 (47%) infections of cvc-exit site with no difference between lmwh and no-lmwh group. occurrence of crt was significantly associated with cvc-exit site infections (14/19, p=0.01) and sepsis (16/19, p=0.005) with no difference between lmwh and no-lmwh group. in multivariate analysis, both cvc-exit site infections and sepsis were confirmed to be independent risk factors for crt development. conclusion: our retrospective study, although based on a small sample size, suggests that the occurrence of cvc-exit site infections and neutropenic sepsis following chemotherapy significantly increases the risk of crt in aml, independently from the use of lmwh prophylaxis."
32375605,PICC insertion procedure,"randomized multicenter study on long-term complications of peripherally inserted central catheters positioned by electrocardiographic technique. this randomized clinical trial aimed to evaluate the long-term complications of peripherally inserted central catheters (piccs) positioned by the ic-ecg method. methods: we randomized 2250 patients who needed picc placement to either a landmark length estimation supplemented by ic-ecg positioned group (ecg group) or the traditional landmark length estimation alone group (control group) in a 2:1 allocation. post-procedural chest x-rays were applied to confirm tip position. results: as evaluated by post-procedural chest x-ray, tip location in the ecg group had a first-attempt success (catheter tip located at optimal position) of 91.7% (95% confidence interval (ci): 90.3%-93.1%), significantly higher than 78.9% (95% ci: 76.0%-81.9%) observed in the control group (p < 0.001)."
32375605,PICC infection,"at six-month follow-up, in the control group, frequency of total complications was 9.5%, including the exit site infection (4.0%), phlebitis (1.3%), deep venous thrombosis (1.5%), liquid extravasation (2.9%) and mechanical failure (1.9%). the ic-ecg group had significantly lower rates of complications (6.4%, p < 0.001), including the exit site infection (2.7%, p > 0.05), phlebitis (1.1%, p > 0.05), deep venous thrombosis (1.2%, p > 0.05), liquid extravasation (2.4%, p > 0.05) and mechanical failure (1.2%, p > 0.05)."
37205327,Cancer,"other risk factors included age, male sex, decreased platelet count, increased inr, increased ptt, decreased gfr, icu admission, cvc or picc placement, active cancer, coagulopathy, and in-hospital antiplatelet drug, steroid, or ssri use."
37205327,Gender,"other risk factors included age, male sex, decreased platelet count, increased inr, increased ptt, decreased gfr, icu admission, cvc or picc placement, active cancer, coagulopathy, and in-hospital antiplatelet drug, steroid, or ssri use."
37205327,Biology ( blood platelet level_white blood cell level_triglycerides_fibrinogen),"other risk factors included age, male sex, decreased platelet count, increased inr, increased ptt, decreased gfr, icu admission, cvc or picc placement, active cancer, coagulopathy, and in-hospital antiplatelet drug, steroid, or ssri use."
30909723,Two or more lumens,to compare incidence of cr thrombosis between mcs and piccs and to evaluate the impact of quantity of lumens and catheter diameter on cr thrombosis.
30589718,PICC insertion procedure,"however, central vascular access devices are associated with a risk of complications, which may include infection, thrombosis, occlusion, or malposition."
30589718,PICC infection,"however, central vascular access devices are associated with a risk of complications, which may include infection, thrombosis, occlusion, or malposition. no infections occurred during this study."
23002096,Cancer,"catheter-related complications in cancer patients on home parenteral nutrition: a prospective study of over 51,000 catheter days. background: although home parenteral nutrition (hpn) is often indicated in cancer patients, many physicians are concerned about the risks potentially associated with the use of central venous access devices (vads) in these patients. the aim of this prospective study was to investigate the actual incidence of vad-related complications in cancer patients on hpn. methods: all adult cancer patient candidates for vad insertion and hpn were enrolled. conclusions: in cancer patients, hpn can be safely carried out with a low incidence of complications."
23002096,Total parenteral nutrition,"catheter-related complications in cancer patients on home parenteral nutrition: a prospective study of over 51,000 catheter days. background: although home parenteral nutrition (hpn) is often indicated in cancer patients, many physicians are concerned about the risks potentially associated with the use of central venous access devices (vads) in these patients."
23002096,PICC infection,"the incidence of catheter-related bloodstream infections (crbsis) was low (0.35/1000 catheter-days), particularly for piccs (0/1000; p < .01 vs hohn and tunneled catheters) and for ports (0.19/1000; p < .01 vs hohn and p < .05 vs tunneled catheters)."
25656251,PICC infection,"no catheter-associated bloodstream infection occurred; main complications were symptomatic upper limb deep vein thrombosis (2%), catheter obstruction (18%) and persistent pain after catheter insertion (18%)."
25198813,Power injectable PICC,"purpose: few randomized studies have investigated the impact of valved and non-valved power-injectable peripherally inserted central catheters (piccs) in terms of incidence of occlusion, infection, malfunction and venous thrombosis. one hundred and eighty adult patients candidate to chemotherapy were randomized into three groups: power-injectable piccs with solo-2 proximal valve (bard); power-injectable piccs with pasv (pressure activated safety valve) proximal valve (navilyst); and non-valved power-injectable piccs (medcomp)."
25198813,Chemotherapy,one hundred and eighty adult patients candidate to chemotherapy were randomized into three groups: power-injectable piccs with solo-2 proximal valve (bard); power-injectable piccs with pasv (pressure activated safety valve) proximal valve (navilyst); and non-valved power-injectable piccs (medcomp).
25198813,PICC infection,"purpose: few randomized studies have investigated the impact of valved and non-valved power-injectable peripherally inserted central catheters (piccs) in terms of incidence of occlusion, infection, malfunction and venous thrombosis. results: we detected no complications at insertion; no picc-related bloodstream infections; no dislocations; five cases of transient occlusion and two cases of persistent withdrawal occlusion, evenly distributed among the groups; one episode of complete irreversible obstruction (group a); four episodes of asymptomatic peripheral venous thrombosis; one episode of symptomatic, severe central vein thrombosis (group b)."
