PMID,YEAR,TITLE,ABSTRACT,LANGUAGE,TYPE,MH,OT
32724407,2020,Comparison of PICC and TIVAP in chemotherapy for patients with thyroid cancer. ,"Peripherally inserted central catheters (PICC) and totally implantable venous-access ports (TIVAP) were compared in chemotherapy for patients with thyroid cancer. A retrospective analysis was performed on the clinical data of patients with thyroid cancer who were treated with PICC and TIVAP for chemotherapy in Qingdao Municipal Hospital from January 2013 to March 2018. Patients in the PICC and TIVAP groups were compared in terms of the success rate, indwelling time, complications, quality of life and nursing satisfaction. There was no statistically significant difference in the success rate between the two groups (P>0.05). The indwelling time in the TIVAP group was significantly longer than that in the PICC group (P<0.05). The incidence rate of complications in the TIVAP group (0%) was significantly lower than that in the PICC group (14.58%) (P<0.05). The quality of life score in the PICC group was significantly lower than that in the TIVAP group (P<0.05). There was no statistically significant difference in the nursing satisfaction score between the two groups (P>0.05). In conclusion, as an ideal venous access to chemotherapy for thyroid cancer, TIVAP has longer indwelling time and fewer adverse reactions and improves the quality of life of the patients. ",['eng'],['Journal Article'],[],"['PICC' 'TIVAP' 'chemotherapy' 'complication' 'indwelling time'
 'quality of life' 'thyroid cancer']"
36601900,2023,Effect of exercise therapy on PICC-associated venous thromboembolism: A meta-analysis. ,"BACKGROUND: Peripherally inserted central catheter (PICC) is widely used in clinical practice because of its long retention time and easy maintenance. However, PICC-associated venous thromboembolism (VTE) is the most serious complication of PICC. Guidelines recommend exercise therapy to prevent PICC-associated VTE. However, inconsistent findings have been reported across the literature. This study conducted a meta-analysis to further evaluate the effect of exercise therapy on PICC-associated VTE. METHODS: We searched CNKI, Wanfang database, Chinese Science and Technology Journal Full Text Database, PubMed, Embase, Web of Science and Cochrane Library databases and included all randomized controlled trials (RCTs) of exercise therapy for the prevention of PICC-associated VTE. Two investigators independently screened the literature, extracted information, and evaluated the risk of bias for eligible RCTs. Meta-analysis was conducted by RevMan5.4 software. RESULTS: Eleven RCTs were included, including 1919 patients. Meta-analysis showed that the incidence of PICC-associated VTE was lower in the exercise therapy group than in the usual care group (RR = 0.30, 95% CI: 0.22-0.41, p < 0.00001).Exercise therapy increased the axillary vein maximum velocity (SMD = 0.93, 95% CI: 0.58-1.28, p < 0.00001) and the axillary vein time-mean flow velocity (SMD = 0.86, 95% CI: 0.53-1.20, p < 0.00001). Subgroup analysis showed statistically significant differences for the incidence of PICC-associated VTE for intervention times<4 weeks (RR = 0.26, 95% CI: 0.17-0.40, p < 0.00001) and intervention times≥4 weeks (RR = 0.35, 95% CI: 0.22-0.54, p < 0.00001). For axillary vein maximum velocity, the difference was statistically significant for both intervention time <4 weeks (SMD = 0.73, 95% CI: 0.55-0.91, p < 0.00001) and intervention time ≥4 weeks (SMD = 1.18, 95% CI: 0.18-2.19, p = 0.02). For axillary vein time-mean flow velocity, the intervention time <4 weeks (SMD = 0.75, 95% CI: 0.46-1.04, p < 0.00001), and the difference was statistically significant; while ≥4 weeks, the difference was not statistically significant (SMD = 1.14, 95% CI: -0.07 to 2.35, p = 0.06). CONCLUSIONS: Exercise therapy improved venous blood flow velocity and effectively reduced the incidence of PICC-associated VTE. However, RCTs with large samples and high quality are needed to further evaluate the effectiveness of exercise therapy in PICC patients. ",['eng'],['Journal Article' 'Meta-Analysis'],"['Humans' '*Venous Thromboembolism/epidemiology' 'Exercise Therapy'
 'Veins']","['Peripherally inserted central catheter' 'exercise' 'meta-analysis'
 'venous thromboembolism']"
30190250,2019,Complications related to the insertion and maintenance of peripheral venous access central venous catheter. ,"OBJECTIVE: To evaluate the rates and nature of the complications related to the Central Peripheral Access Catheter (CVCAP or PICC) from its insertion to its withdrawal. METHODS: Prospective observational study. All patients older than 14 years of age with a PICC inserted in the polyvalent intensive care unit (ICU) during the period between May 1, 2015 and April 30, 2016 were included. Data collected included: demographic data, insertion details, reason for insertion and removal, maintenance unit, total dwell time, incidence of complications and related factors and infection rate. RESULTS: 144 PICCs were inserted, of which 94 corresponded to the ICU group (65.28%) and 50 (34.72%) to the non-ICU group. The most important complication was the suspicion of infection: 17.36% (rate of 15.2 per 1000 days of PICC). The total number of confirmed infections was 6.25% (5.5 per 1000 days of PICC), 1.39% (1.2 per 1000 days) being in the ICU group and 4.86% (4.2 per 1000 days) in the non-ICU group. There were 5 bacteraemias, all in the non-ICU group (3 per 1000 days). The most frequent germ was Staphylococcus epidermidis (6 cases). Phlebitis had an incidence of 9.03% (7.9 per 1000 days of PICC). CONCLUSIONS: PICC, effective device for central venous access due to the minimal incidence of risks in implantation and to its advantages with regard to the classic central venous catheters, is a further nursing technique. ",['eng' 'spa'],['Journal Article' 'Observational Study'],"['Adult' 'Aged' 'Catheterization, Central Venous/*adverse effects/methods'
 'Catheterization, Peripheral' 'Central Venous Catheters/*adverse effects'
 'Female' 'Humans' 'Male' 'Middle Aged' 'Prospective Studies']","['Bacteraemia' 'Bacteriemia' 'Complicaciones' 'Complications'
 'Dispositivos de acceso vascular' 'Enfermería' 'Infecciones' 'Infections'
 'Intensive care unit' 'Nursing' 'Unidad de cuidados intensivos'
 'Vascular access devices']"
35802673,2022,Risk factors for early PICC removal: A retrospective study of adult inpatients at an academic medical center. ,"BACKGROUND: Use of PICCs has been rising since 2001. They are used when long-term intravenous access is needed and for blood draws in patients with difficult venous access. OBJECTIVE: To determine which risk factors contribute to inappropriate PICC line insertion defined as removal of a PICC within five days of insertion for reasons other than a PICC complication. DESIGN: Retrospective, observational study. SETTING: Tertiary-care, Level 1 trauma center. PATIENTS: Adult patients with a PICC removed 1/1/2017 to 5/4/2020. MEASUREMENTS: Frequency of PICC removal within five days of insertion and associated risk factors for early removal. RESULTS: Between 1/1/2017 and 5/4/2020, 995 of 5348 PICCs inserted by the IV nursing team were removed within five days (19%). In 2017, 5 of 429 PICCs developed a central line-associated infection (1.2%) and 29 of 429 PICCs developed symptomatic venous thromboembolism (6.7%). Patients with PICCs whose primary service was in an ICU were independently at higher risk of early removal (OR 1.44, 95% CI 1.14, 1.83); weekday insertion was independently associated with a lower likelihood of early removal compared to weekend insertion (OR 0.60; 95% CI 0.49, 0.75). LIMITATION: PICC removal after discharge was not assessed and paper records were likely incomplete and biased. CONCLUSION: Nearly one in five PICCs were removed within five days. Patients whose primary team was in an ICU and PICCs ordered on weekends were at independently higher risk of early removal. ",['eng'],['Journal Article' 'Observational Study'],"['Academic Medical Centers' 'Adult'
 '*Catheter-Related Infections/etiology'
 '*Catheterization, Central Venous/adverse effects'
 '*Catheterization, Peripheral/adverse effects' 'Humans' 'Inpatients'
 'Retrospective Studies' 'Risk Factors']",[]
33889013,2021,Risk Factors of PICC-Related Venous Thrombosis in Breast Cancer Patients Undergoing Chemotherapy. ,"BACKGROUND: To analyze the risk factors of a peripherally inserted central catheter (PICC)-related venous thrombosis in patients with breast cancer undergoing chemotherapy and explore its preventive measures. METHODS: Data of 780 patients with breast cancer who underwent PICC chemotherapy in our hospital from January 2014 to June 2015 were retrospectively analyzed. The incidence of catheter-related thrombosis was observed, and related factors of venous thrombosis were analyzed. RESULTS: Among the 780 patients with breast cancer, 36 developed PICC-related venous thrombosis. The incidence of which was 4.62% (36/780). The PICC retention time ranged between 60 and 136 days, and the median time was 92 days. Thrombosis was found to occur within seven days after catheterization in three patients (8.33%), between 7 and 30 days in 18 patients (50%), between 31 and 92 days in 12 patients (33.3%), and ≥92 days in three patients (8.33%). Basilic vein puncture-induced thrombosis occurred in 25 patients (3.68%), and median cubital vein and cephalic vein puncture-induced thrombosis occurred in 11 patients (10.78%). The difference was statistically significant (P = 0.001). Thrombosis was not associated with age, punctured limb, platelet count, or chemotherapy drugs (P > 0.05). CONCLUSION: Blood vessel puncture was the main factor that affected PICC-related thrombosis in breast cancer chemotherapy. The basilic vein should be the primary choice for blood vessel puncture. Prolonged catheter retention does not increase the risk of thrombosis. ",['eng'],['Journal Article'],[],['breast cancer' 'peripherally inserted central catheter' 'thrombosis']
34593288,2021,"""With a PICC line, you never miss"": The role of peripherally inserted central catheters in hospital care for people living with HIV/HCV who use drugs. ","BACKGROUND: People who use drugs (PWUD), and especially those who inject drugs, are at increased risk of acquiring bloodborne infections (e.g., HIV and HCV), experiencing drug-related harms (e.g., abscesses and overdose), and being hospitalized and requiring inpatient parenteral antibiotic therapy delivered through a peripherally inserted central catheter (PICC). The use of PICC lines with PWUD is understood to be a source of tension in hospital settings but has not been well researched. Drawing on theoretical and analytic insights from ""new materialism,"" we consider the assemblage of sociomaterial elements that inform the use of PICCs. METHODS: This paper draws on n = 50 interviews conducted across two related qualitative research projects within a program of research about the impact of substance use on hospital admissions from the perspective of healthcare providers (HCPs) and people living with HIV/HCV who use drugs. This paper focuses on data about PICC lines collected in both studies. RESULTS: The decision to provide, maintain, or remove a PICC is based on a complex assemblage of factors (e.g., infections, bodies, drugs, memories, relations, spaces, temporalities, and contingencies) beyond whether parenteral intravenous antibiotic therapy is clinically indicated. HCPs expressed concerns about the risk posed by past, current, and future drug use, and contact with non-clinical spaces (e.g., patient's homes and the surrounding community), with some opting for second-line treatments and removing PICCs. The majority of PWUD described being subjected to threats of discharge and increased monitoring despite being too ill to use their PICC lines during past hospital admissions. A subset of PWUD reported using their PICC lines to inject drugs as a harm reduction strategy, and a subset of HCPs reported providing harm reduction-centred care. CONCLUSION: Our analysis has implications for theorizing the role of PICC lines in the care of PWUD and identifies practical guidance for engaging them in productive and non-judgemental discussions about the risks of injecting into a PICC line, how to do it safely, and about medically supported alternatives. ",['eng'],"['Journal Article' ""Research Support, Non-U.S. Gov't""]","['*Catheterization, Central Venous/adverse effects' 'Catheters'
 '*HIV Infections/drug therapy' '*Hepatitis C/drug therapy' 'Hospitals'
 'Humans' '*Pharmaceutical Preparations' 'Retrospective Studies'
 'Risk Factors']","['Assemblage' 'Drug use' 'HIV' 'Harm reduction' 'Hepatitis C' 'Hospitals'
 'New materialism' 'Peripherally inserted central catheter']"
33719694,2022,Diagnosis and management of secondary malposition of PICC into the azygos vein. ,"BACKGROUND: Peripherally inserted central catheter (PICC) has been widely used. The catheter-related complications might occur and the reports of secondary malposition into azygos veins were rare. METHODS: This retrospective review summarized the experience in diagnosis and management of secondary malposition of PICC into azygos veins in 25 cases. RESULTS: When the catheter dysfunction occurred in the PICC on the left limb, it was necessary to consider whether there would be malposition into azygos veins after other reasons were excluded. The malposition could be diagnosed by chest lateral radiograph or chest computed tomography. The secondary malposition into azygos veins was resolved by repositioning or withdrawing the PICC. After re-inserting the catheter, it should be closely monitored whether the malposition occurred again. Intracavitary electrocardiogram positioning technology was used to confirm the catheter tip position before using corrosive drug. After the catheters withdrawn from the azygos veins, close attention should be paid to the property and concentration of the infusion drug strictly and the complications such as blockage and re-malposition. No serious complications such as infection, thrombosis and extravasation occurred in this group of patients after treatment. CONCLUSIONS: The results of our study suggested that the right limb is recommended for PICC catheterization in order to avoid secondary malposition into azygos veins and the malposition into azygos veins should be dealt with in time. ",['eng'],['Journal Article'],"['Azygos Vein/diagnostic imaging'
 '*Catheterization, Central Venous/adverse effects/methods'
 '*Catheterization, Peripheral/adverse effects/methods'
 '*Central Venous Catheters/adverse effects' 'Humans'
 'Tomography, X-Ray Computed']","['Central venous catheter' 'azygos vein' 'malposition' 'nursing care'
 'peripherally inserted central catheter']"
36897677,2023,Quantified versus willful handgrip exercises for the prevention of PICC-related thrombosis: A meta-analysis and systematic review. ,"BACKGROUND: Thrombosis is a common yet serious complication in patients with peripherally inserted central venous catheter (PICC), the prevention of thrombosis is very important to the prognosis of PICC patients. We aimed to evaluate the effects of quantified versus willful grip exercises for the prevention of PICC-related thrombosis, to provide evidence to the clinical nursing care of PICC patients. METHODS: Two authors searched PubMed et al databases for randomized controlled trials (RCTs) comparing the effects of quantified versus willful grip exercises in PICC patients up to August 31, 2022. Quality assessment and data extraction were independently performed by 2 researchers, and meta-analysis was performed using RevMan 5.3 software. RESULTS: 15 RCTs involving 1741 PICC patients were finally included in this meta-analysis. Synthesized outcomes indicated that compared with willful grip exercises, quantified grip exercises reduced the incidence of PICC-related thrombosis (odds ratio = 0.19, 95% confidence interval [CI]: 0.12-0.31) and infection (odds ratio = 0.30, 95% CI: 0.15-0.60) in PICC patients, increased the maximum venous velocity (mean difference = 3.02, 95% CI: 1.87-4.17) and mean blood flow (mean difference = 3.10, 95%CI: 1.57-4.62) in PICC patients (all P < .05). There were no publication biases amongst the synthesized outcomes (all P > .05). CONCLUSION: Quantified grip exercises can effectively reduce the occurrence of PICC-related thrombosis and infection, improve the venous hemodynamics. Limited by study population and regions, large-sample, and high-quality RCTs are still needed in the future to further evaluate the effects and safety of quantified grip exercises in PICC patients. ",['eng'],['Journal Article' 'Meta-Analysis' 'Systematic Review'],"['Humans' '*Catheterization, Central Venous/adverse effects'
 '*Catheterization, Peripheral/adverse effects'
 '*Central Venous Catheters/adverse effects'
 'Exercise Therapy/adverse effects' 'Prognosis' 'Risk Factors'
 '*Upper Extremity Deep Vein Thrombosis/etiology']",[]
31937457,2020,Previous peripherally inserted central catheter (PICC) placement as a risk factor for PICC-associated bloodstream infections. ,"BACKGROUND: Peripherally inserted central catheter (PICC) -associated bloodstream infection (BSI) is a concern. METHODS: A case-control study was conducted to assess risk factors for PICC-associated BSI. RESULTS: A total of 1,215 cases and 31,874 catheter days were analyzed. In total, 54 cases of PICC-associated BSI were detected giving an infection rate of 1.69 per 1,000 catheter-days. The most frequently isolated pathogens were coagulase-negative staphylococci (26%), followed by Enterococcus species (22%), Candida species (17%), and Staphylococcus aureus (11%). Multivariable analysis identified the significant risk factors for PICC-associated BSI as a prior PICC placement (odds ratio [OR], 2.48; 95% confidence interval [CI], 1.36-4.53), medical department admission (OR, 1.89; 95% CI, 1.03-3.46), and older age (OR, 1.03; 95% CI, 1.00-1.05). With increasing frequency of previous PICC placement, the rates of PICC-associated BSI increased: 3.5% (31/883) without previous placement, 7.6% (13/171) in once, and 9.9% (9/32) in twice or more. DISCUSSION: The previous PICC placement was an independent risk factor for PICC-associated BSI and the risk proportionally rose with the increasing frequency of prior PICC placement. CONCLUSIONS: Patients with repeatedly inserted PICC should be managed more carefully for prevention and should be monitored for the development of PICC-associated BSI. ",['eng'],['Journal Article'],"['Aged' 'Case-Control Studies' '*Catheter-Related Infections/epidemiology'
 '*Catheterization, Central Venous/adverse effects'
 '*Catheterization, Peripheral/adverse effects' 'Catheters' 'Humans'
 'Risk Factors' '*Sepsis']","['Bacteremia' 'Complication' 'Intravascular device'
 'Previous PICC placement']"
31895783,2020,Early mortality attributable to PICC-lines in 4 public hospitals of Marseille from 2010 to 2016 (Revised V3). ,"INTRODUCTION: Peripherally inserted central catheters (PICC-line) are devices inserted through peripheral venous access. In our institution, this technology has been rapidly adopted by physicians in their routine practice. Bacteremia on catheters remains an important public health issue in France. However, the mortality attributable to bacteremia on PICC-line remains poorly evaluated in France and in the literature in general. We report in our study an exhaustive inventory of bacteremia on PICC-line and their 30 days mortality, over a 7 years period. MATERIAL AND METHODS: From January 2010 to December 2016, we retrospectively matched PICC-line registers of the radiology department, blood culture records of the microbiology laboratory and medical records from the Hospital Information Systems. RESULTS: The 11,334 hospital stays during which a PICC-line was inserted were included over a period of 7 years. Among them, 258 episodes of PICC-line-associated bacteremia were recorded, resulting in a prevalence of 2.27%. Hematology units: 20/324 (6.17%), oncology units: 55/1375 (4%) and hepato-gastro-enterology units: 42/1142 (3.66%) had the highest prevalence of PICC-line related bacteremia. The correlation analysis, when adjusted by exposure and year, shows that the unit profile explains 72% of the variability in the rate of bacteremia with a P = .023. Early bacteremia, occurring within 21 days of insertion, represented 75% of cases. The crude death ratio at 30 days, among patients PICC-line associated bacteremia was 57/11 334 (0.50%). The overall 30-day mortality of patients with PICC-line with and without bacteremia was 1369/11334 (12.07%). On day 30, mortality of patients with bacteremia associated PICC-line was 57/258 or 22.09% of cases, compared to a mortality rate of 1311/11076, or 11.83% in the control group (P < .05, RR 2.066 [1.54-2.75]). Kaplan-Meier survival analysis revealed a statistically significant excess mortality between patients with PICC-line associated bacteremia and PICC-line carriers without bacteremia (P < .0007, hazard ratio 1.89 [1307-2709]). CONCLUSION: Patients with PICC-line associated bacteremia have a significant excess mortality. The implementation of a PICC-line should remain the last resort after a careful assessment of the benefit/risk ratio by a senior doctor. ",['eng'],['Journal Article' 'Multicenter Study' 'Observational Study'],"['Aged' 'Bacteremia/microbiology/mortality' 'Case-Control Studies'
 'Catheter-Related Infections/*mortality'
 'Catheterization, Central Venous/*adverse effects'
 'Catheterization, Peripheral/*adverse effects'
 'Catheters, Indwelling/*adverse effects' 'France/epidemiology'
 'Hospitals, Public/statistics & numerical data' 'Humans'
 'Kaplan-Meier Estimate' 'Length of Stay/statistics & numerical data'
 'Middle Aged' 'Retrospective Studies']",[]
36717942,2023,Clinical factors associated with peripherally inserted central catheters (PICC) related bloodstream infections: a single centre retrospective cohort. ,"BACKGROUND: Despite their spread in daily practice, few data is available on clinical factors associated with peripherally inserted central catheter (PICC)-related bloodstream infections (PR-BSI). We aimed to assess the PR-BSI incidence, microbiology, and factors associated with PR-BSI with a focus on clinical symptoms. METHODS: We conducted a retrospective cohort study in a French university hospital. We screened all PICC insertions performed from April 1st, 2018, to April 1st, 2019, and included PICC insertions in adult patients. We assessed the PR-BSI incidence, the factors associated with PR-BSI using a Cox model, and negative and positive predictive values (NPVs and PPVs) of each clinical sign for PR-BSI. RESULTS: Of the 901 PICCs inserted in 783 patients (38,320 catheters days), 214 PICCs (24%) presented with a complication. The most prevalent complication was PR-BSI (1.9 per 1000 catheter days; 8.1% of inserted PICCs ). Enterobacterales (N = 27, 37%) and coagulase negative Staphylococci (N = 24, 33%), were the main microorganisms responsible for PR-BSI. Factors independently associated with occurrence of PR-BSI were fever (hazard ratio 13.21, 95% confidence interval 6.00-29.11, p < 0.001) and chills (HR 3.66, 95%CI 1.92-6.99, p < 0.001). All clinical signs and a duration of PICC maintenance ≥ 28 days, had a low PPVs (≤ 67.1%) but high NPVs (≥ 92.5%) for PR-BSI. CONCLUSIONS: Monitoring of clinical signs, especially fever and chills, with caution and limitation of device maintenance duration, could improve PICC management. ",['eng'],['Journal Article'],"['Adult' 'Humans' 'Retrospective Studies'
 '*Catheterization, Central Venous'
 '*Catheter-Related Infections/epidemiology/etiology'
 'Chills/complications' '*Sepsis/epidemiology' 'Catheters/adverse effects']",['CR-BSI' 'Chills' 'Fever' 'PICC' 'PICC maintenance duration']
