PMID,FACTOR,TEXT
37151085,Hospital length of stay,"multinational prospective cohort study of incidence and risk factors for central line-associated bloodstream infections over 18 years in 281 icus of 9 asian countries. . background: our objective was to identify central line (cl)-associated bloodstream infections (clabsi) rates and risk factors (rf) in asia. methods: from 03/27/2004 to 02/11/2022, we conducted a multinational multicenter prospective cohort study in 281 icus of 95 hospitals in 44 cities in 9 asian countries (china, india, malaysia, mongolia, nepal, pakistan, philippines, sri lanka, thailand, and vietnam). for estimation of clabsi rate we used cl-days as denominator and number of clabsi as numerator. to estimate clabsi rf for we analyzed the data using multiple logistic regression, and outcomes are shown as adjusted odds ratios (aor). results: a total of 150,142 patients, hospitalized 853,604 days, acquired 1514 clabsis. pooled clabsi rate per 1000 cl-days was 5.08; per type of catheter were: femoral: 6.23; temporary hemodialysis: 4.08; jugular: 4.01; arterial: 3.14; picc: 2.47; subclavian: 2.02. the highest rates were femoral, temporary for hemodialysis, and jugular, and the lowest picc and subclavian. we analyzed following variables: gender, age, length of stay (los) before clabsi acquisition, cl-days before clabsi acquisition, cl-device utilization ratio, cl-type, tracheostomy use, hospitalization type, icu type, facility ownership and world bank classifications by income level. following were independently associated with clabsi: los before clabsi acquisition, rising risk 4% daily (aor = 1.04; 95% ci = 1.03-1.04; p < 0.0001); number of cl-days before clabsi acquisition, rising risk 5% per cl-day (aor = 1.05; 95% ci 1.05-1.06; p < 0.0001); medical hospitalization (aor = 1.21; 95% ci 1.04-1.39; p = 0.01); tracheostomy use (aor = 2.02;95% ci 1.43-2.86; p < 0.0001); publicly-owned facility (aor = 3.63; 95% ci 2.54-5.18; p < 0.0001); lower-middle-income country (aor = 1.87; 95% ci 1.41-2.47; p < 0.0001). icu with highest risk was pediatric (aor = 2.86; 95% ci 1.71-4.82; p < 0.0001), followed by medical-surgical (aor = 2.46; 95% ci 1.62-3.75; p < 0.0001). cl with the highest risk were internal-jugular (aor = 3.32; 95% ci 2.84-3.88; p < 0.0001), and femoral (aor = 3.13; 95% ci 2.48-3.95; p < 0.0001), and subclavian (aor = 1.78; 95% ci 1.47-2.15; p < 0.0001) showed the lowest risk. conclusions: the following clabsi rfs are unlikely to change: country income level, facility-ownership, hospitalization type, and icu type. based on these findings it is suggested to focus on reducing los, cl-days, and tracheostomy; using subclavian or picc instead of internal-jugular or femoral; and implementing evidence-based clabsi prevention recommendations. "
34258686,Antibiotic therapy,"the mobilise study: utilisation of ambulatory pumps in the inpatient setting to administer continuous antibiotic infusions-a randomised controlled trial. . in the inpatient setting, antibiotics are generally administered via bedside pumps with multiple daily dosing. utilisation of a continuous antibiotic infusion (cai) instead might have patient and nursing satisfaction, workflow efficiencies and infection control benefits. we aimed to study the utilisation of cai in the inpatient setting for routine antibiotic administration. patients receiving a peripherally inserted central venous catheter (picc) for antibiotic administration were screened for the study. the patients were randomised to either (1) standard pump and intermittent antibiotic administration (iaa) or (2) cai via an ambulatory pump. an accelerometer placed on the ankle was used to assess patient activity. nursing and patient satisfaction surveys were also carried out. forty patients met the study criteria for enrolment with 21 patients being enrolled in the cai arm of the study. one hundred and five days of accelerometer recordings were available for analysis. the geometric mean activity was 45 min/day in the standard arm and 64 min/day in the cai arm. this represented a 42% (95% ci: -14 to 133%, p = 0.16) difference in activity between the two groups. nursing staff reported that they spent less time throughout their shift attending the antibiotic line or pump in patients who were in the cai arm of the study (p < 0.001). in addition, patients in this arm of the study were more likely to recommend this method of administration of antibiotics to a family member (p =0.0001). the mobilise study showed nursing and patient satisfaction when cai were utilised in the inpatient setting. a statistically non-significant difference in mobility was seen. the trial was registered (28/03/2018) with the australia new zealand clinical trials registry (actrn12618000452291). "
30795912,PICC dwell time,"should you pick the picc? prolonged use of peripherally inserted central venous catheters in children with intestinal failure. . purpose: prolonged central vascular access is a source of significant morbidity in children with intestinal failure (if). in an effort to decrease morbidity, our multidisciplinary if team has primarily used peripherally inserted central catheters (piccs) for these patients. we compared outcomes of piccs to broviacs®. methods: a review of children with if (2006-2018) at an academic children's hospital was conducted. inclusion criteria: total parenteral nutrition duration >42 days or small bowel length < 25% of total for gestational age. complications/1000 catheter days were extracted, and a poisson model was used to compare complications between piccs and broviacs®. results: thirty-seven patients with if were included, accounting for 19,452 catheter days. there were 209 piccs (1.2-4f) and 39 broviacs® (2.7-7f). the median duration of overall picc access/patient was 166 days (range: 35 days-8 years). incidences of central line associated blood stream infection and venous thrombosis were 3.95 and 0.55 per 1000 catheter days, respectively. there were no significant differences in complication rates per line per catheter day between piccs and broviacs® on multivariate analysis. broviacs® showed a trend towards increased of catheter-related hospital admissions when compared to piccs. conclusions: piccs in children with intestinal failure have similar complication rates to broviacs® but may reduce catheter-related hospital admissions. use of tunneled piccs and increasing experience with this vascular access method may allow it to realize its potential advantages. level of evidence: retrospective study, level iii. "
35847566,Antibiotic therapy,"design and protocol of the buprenorphine plus outpatient parenteral antimicrobial therapy (b-opat) study: a randomized clinical trial of integrated outpatient treatment of opioid use disorder and severe, injection-related infections. . introduction: a marked increase in hospitalizations for severe, injection-related infections (siri) has been associated with the opioid epidemic. outpatient parenteral antibiotic therapy (opat) is typically not offered to persons with opioid use disorder (oud) and siri, though increasing evidence suggests it may be feasible and safe. this study evaluates the efficacy and cost-effectiveness of an integrated care model combining buprenorphine treatment of oud with opat for siri (b-opat) compared with treatment as usual on key oud, infectious disease, and health economic outcomes. b-opat expands and incorporates key elements of established clinical models, including inpatient initiation of buprenorphine for oud, inpatient infectious disease consultation for siri, office-based treatment of oud, and opat, and includes more frequent clinical outpatient visits than standard opat. a qualitative evaluation is included to contextualize effectiveness outcomes and identify barriers and facilitators to intervention adoption and implementation. methods: b-opat is a single-site, randomized, parallel-group, superiority trial recruiting 90 adult inpatients hospitalized with oud and siri who require at least 2 weeks of intravenous (iv) antibiotic therapy. after screening, eligible participants are randomized 1:1 to either discharge once medically stable to an integrated outpatient treatment care model combining buprenorphine and opat (b-opat) or to treatment as usual (tau). the primary outcome measure is the proportion of urine samples negative for illicit opioids in the 12 weeks after discharge from the hospital. key secondary oud outcomes include self-reported number of days of illicit opioid abstinence and 12-week retention in buprenorphine treatment. the infection outcomes are completion of recommended iv antibiotic therapy, peripherally inserted central catheter (picc) complications, and readmission related to primary siri. conclusions: the b-opat study will help address the important question of whether it is clinically effective and cost-effective to discharge persons with oud and siri to an integrated outpatient care model combining oud treatment with opat relative to tau (clinicaltrials.gov identifier: nct04677114). "
36113076,PICC dwell time,"catheter-related complications in onco-hematologic children: a retrospective clinical study on 227 central venous access devices. . background: the use of central venous access devices (cvads) is of paramount importance to safely deliver antiblastic and support therapies in children with cancer. though, in pediatric patients, as much as in adults, cvads are potentially associated with severe complications which may result in unscheduled interruption of therapy, hospitalization, increased morbidity/mortality, and increased cost of care. methods: we have reviewed retrospectively our experience with cvads in children with solid tumors and hematologic diseases, with the purpose of verifying if the adoption of well-defined insertion and maintenance bundles might be effective in reducing catheter-related complications, and in particular catheter-related thrombosis. results: a total of 227 cvads were analyzed: 175 peripherally inserted central catheters (piccs), 50 centrally inserted central catheters (ciccs), and 2 femorally inserted central catheters. all cvads were non-valved, non-cuffed power injectable polyurethane catheters; 81% were tunneled. median dwelling time of cvads was 172 days, for a total number of 39,044 catheter days. a very low incidence of both symptomatic catheter-related thrombosis (0.9%) and catheter-related blood stream infection (0.56 episodes per 1000 catheter days) was found. unscheduled removal or guidewire replacement because of mechanic complications occurred in 15.7% of cvads. there was no difference in terms of complications between piccs and ciccs or between tunneled and non-tunneled catheters. conclusions: our experience with cvads in oncologic and hematologic children suggests that catheter-related complications may be minimized by the adoption of appropriate insertion and maintenance bundles. "
29293304,Antibiotic-coated catheters,". central venous access devices (cvads) or central venous catheters (cvcs) are devices that are inserted into the body through a vein to enable the administration of fluids, blood products, medication and other therapies to the bloodstream. cvads can be inserted into the subclavian or jugular vein (implanted ports, tunneled catheters), or can be inserted into one of the peripheral veins of the upper extremities, called peripherally inserted central catheters (piccs). while generally safe, cvads can be associated with complications such as catheter occlusion or rupture, venous thrombosis, and bloodstream infection. a number of strategies have been used to minimize the occurrence of cvad- and picc-associated complications such as antimicrobial-impregnated lines for prevention of infection, or addition of a valve (valved catheters) to prevent occlusion by preventing reflux of blood into the catheter. flushing the catheters with saline or heparin – an agent with anticoagulant activity - have been used to reduce clot formation and occlusion of the catheters. this rapid response report is an update of the previous cadth reports which found no difference in terms of frequency of occlusion in patients who had a valved versus a non-valved piccs, and similar patency between heparin and saline use for cvcs.(,) this report aims to review the evidence on the clinical effectiveness of valved versus non-valved piccs, and saline versus heparin flushing in the maintenance of cvads patency and reduction of complications. "
29293304,Antibiotic therapy,". central venous access devices (cvads) or central venous catheters (cvcs) are devices that are inserted into the body through a vein to enable the administration of fluids, blood products, medication and other therapies to the bloodstream. cvads can be inserted into the subclavian or jugular vein (implanted ports, tunneled catheters), or can be inserted into one of the peripheral veins of the upper extremities, called peripherally inserted central catheters (piccs). while generally safe, cvads can be associated with complications such as catheter occlusion or rupture, venous thrombosis, and bloodstream infection. a number of strategies have been used to minimize the occurrence of cvad- and picc-associated complications such as antimicrobial-impregnated lines for prevention of infection, or addition of a valve (valved catheters) to prevent occlusion by preventing reflux of blood into the catheter. flushing the catheters with saline or heparin – an agent with anticoagulant activity - have been used to reduce clot formation and occlusion of the catheters. this rapid response report is an update of the previous cadth reports which found no difference in terms of frequency of occlusion in patients who had a valved versus a non-valved piccs, and similar patency between heparin and saline use for cvcs.(,) this report aims to review the evidence on the clinical effectiveness of valved versus non-valved piccs, and saline versus heparin flushing in the maintenance of cvads patency and reduction of complications. "
30845210,Advanced Age,"prevalence and predictors of peripherally inserted central catheter-associated bloodstream infections in adults: a multicenter cohort study. . objective: to evaluate the prevalence and predictors of peripherally inserted central catheter-associated bloodstream infection (pbsi) and pbsi-related death in hospitalized adult patients. materials and methods: a retrospective multicenter cohort of consecutive patients who underwent picc placement from october 2016 to september 2017 at four institutes was assembled. using multivariable logistic and cox-proportional hazards regression models, all risk factors were analyzed for their association with pbsi. multivariable logistic models were used to evaluate predictors of pbsi-related death. results: during the study period, a total of 929 piccs were inserted in 746 patients for a total of 17,913 catheter days. pbsi occurred in 58 patients (6.2%), with an infection rate of 3.23 per 1,000 catheter days. number of catheter lumens [double lumen, odds ratio (or) 5.295; 95% confidence interval (ci), 2.220-12.627; hazard ration (hr) 3.569; 95% ci, 1.461-8.717], picc for chemotherapy (or 4.94; 95% ci, 1.686-14.458; hr 7.635; 95% ci, 2.775-21.007), and hospital length of stay (or 2.23; 95% ci, 1.234-4.049; hr 1.249; 95% ci, 0.659-2.368) were associated with pbsi. risk factors, such as receiving chemotherapy (or 54.911; 95% ci, 2.755-1094.326), presence of diabetes (or 11.712; 95% ci, 1.513-90.665), and advanced age (or 1.116; 95% ci 1.007-1.238), were correlated with pbsi-related death. conclusion: our results indicated that risk factors associated with pbsi included the number of catheter lumens, the use of piccs for chemotherapy, and the hospital length of stay. furthermore, pbsi-related death was common in patients undergoing chemotherapy, diabetics, and elderly patients. "
30845210,Two or more lumens,"prevalence and predictors of peripherally inserted central catheter-associated bloodstream infections in adults: a multicenter cohort study. . objective: to evaluate the prevalence and predictors of peripherally inserted central catheter-associated bloodstream infection (pbsi) and pbsi-related death in hospitalized adult patients. materials and methods: a retrospective multicenter cohort of consecutive patients who underwent picc placement from october 2016 to september 2017 at four institutes was assembled. using multivariable logistic and cox-proportional hazards regression models, all risk factors were analyzed for their association with pbsi. multivariable logistic models were used to evaluate predictors of pbsi-related death. results: during the study period, a total of 929 piccs were inserted in 746 patients for a total of 17,913 catheter days. pbsi occurred in 58 patients (6.2%), with an infection rate of 3.23 per 1,000 catheter days. number of catheter lumens [double lumen, odds ratio (or) 5.295; 95% confidence interval (ci), 2.220-12.627; hazard ration (hr) 3.569; 95% ci, 1.461-8.717], picc for chemotherapy (or 4.94; 95% ci, 1.686-14.458; hr 7.635; 95% ci, 2.775-21.007), and hospital length of stay (or 2.23; 95% ci, 1.234-4.049; hr 1.249; 95% ci, 0.659-2.368) were associated with pbsi. risk factors, such as receiving chemotherapy (or 54.911; 95% ci, 2.755-1094.326), presence of diabetes (or 11.712; 95% ci, 1.513-90.665), and advanced age (or 1.116; 95% ci 1.007-1.238), were correlated with pbsi-related death. conclusion: our results indicated that risk factors associated with pbsi included the number of catheter lumens, the use of piccs for chemotherapy, and the hospital length of stay. furthermore, pbsi-related death was common in patients undergoing chemotherapy, diabetics, and elderly patients. "
30845210,Hospital length of stay,"prevalence and predictors of peripherally inserted central catheter-associated bloodstream infections in adults: a multicenter cohort study. . objective: to evaluate the prevalence and predictors of peripherally inserted central catheter-associated bloodstream infection (pbsi) and pbsi-related death in hospitalized adult patients. materials and methods: a retrospective multicenter cohort of consecutive patients who underwent picc placement from october 2016 to september 2017 at four institutes was assembled. using multivariable logistic and cox-proportional hazards regression models, all risk factors were analyzed for their association with pbsi. multivariable logistic models were used to evaluate predictors of pbsi-related death. results: during the study period, a total of 929 piccs were inserted in 746 patients for a total of 17,913 catheter days. pbsi occurred in 58 patients (6.2%), with an infection rate of 3.23 per 1,000 catheter days. number of catheter lumens [double lumen, odds ratio (or) 5.295; 95% confidence interval (ci), 2.220-12.627; hazard ration (hr) 3.569; 95% ci, 1.461-8.717], picc for chemotherapy (or 4.94; 95% ci, 1.686-14.458; hr 7.635; 95% ci, 2.775-21.007), and hospital length of stay (or 2.23; 95% ci, 1.234-4.049; hr 1.249; 95% ci, 0.659-2.368) were associated with pbsi. risk factors, such as receiving chemotherapy (or 54.911; 95% ci, 2.755-1094.326), presence of diabetes (or 11.712; 95% ci, 1.513-90.665), and advanced age (or 1.116; 95% ci 1.007-1.238), were correlated with pbsi-related death. conclusion: our results indicated that risk factors associated with pbsi included the number of catheter lumens, the use of piccs for chemotherapy, and the hospital length of stay. furthermore, pbsi-related death was common in patients undergoing chemotherapy, diabetics, and elderly patients. "
32367764,Medical department admission (including ICU),"vascular access in covid-19 patients: smart decisions for maximal safety. . the 2020 covid pandemic has forced everyone to update the usual medical procedures and adapt them to a new situation characterized by a high risk of contamination of the health operator. the placement of a venous access device is no exception. in the experience of the vascular access team of our hospital, hit by the covid epidemic in march 2020, the safety of both the patient and the staff can be ensured by an insertion bundle of few smart strategies, which include choice of long dwelling peripheral catheters (midline catheters) rather than short venous cannulas; use of power injectable peripherally inserted central catheters in the covid patients in intensive care unit requiring a central line; use of wireless probes-easy to carry, easy to clean-for ultrasound guided venipuncture; avoidance of x-rays, using alternative methods for tip location such as intracavitary electrocardiography or trans-thoracic echocardiography; strict adoption of the barrier precautions recommended by the international guidelines. "
32367764,Power-injectable piccs,"vascular access in covid-19 patients: smart decisions for maximal safety. . the 2020 covid pandemic has forced everyone to update the usual medical procedures and adapt them to a new situation characterized by a high risk of contamination of the health operator. the placement of a venous access device is no exception. in the experience of the vascular access team of our hospital, hit by the covid epidemic in march 2020, the safety of both the patient and the staff can be ensured by an insertion bundle of few smart strategies, which include choice of long dwelling peripheral catheters (midline catheters) rather than short venous cannulas; use of power injectable peripherally inserted central catheters in the covid patients in intensive care unit requiring a central line; use of wireless probes-easy to carry, easy to clean-for ultrasound guided venipuncture; avoidance of x-rays, using alternative methods for tip location such as intracavitary electrocardiography or trans-thoracic echocardiography; strict adoption of the barrier precautions recommended by the international guidelines. "
34750685,Antibiotic therapy,"a retrospective study on risk factors and disease burden for hospital-acquired pneumonia caused by multi-drug-resistant bacteria in patients with intracranial cerebral hemorrhage. . purpose: hospital-acquired pneumonia (hap) is becoming a serious problem in china, especially caused by multi-drug resistant (mdr), which is a risk factor for poor prognosis of intracranial cerebral hemorrhage (ich). we investigate the risk factors for hap among patients with ich and study the antibiotic use and medical costs of mdr infection. methods: we performed a retrospective, case-control, parallel study in xiangya hospital. patients included in this study and diagnosed with basal ganglia hemorrhage were admitted between january 2017 and december 2019. results: univariate analysis discovered some personal risk factors including gender (p = .002), age (p = .023), and underlying conditions such as diabetes (p = .036), coronary heart disease (p = .009), and renal insufficiency (p = .001). invasive medical operations including endotracheal intubation, tracheotomy, ventilator use, lumbar puncture, urinary catheter insertion, and peripherally inserted central catheter (picc) (p < .001 all) were also risk factors for hap. binary logistics regression indicated hospital duration, antibiotic exposure, and urinary catheter insertion explained 91.4% of the variance on hap (p < 0.01). as for the antibiotic treatment, there were no difference in the duration of use days and total dose per patient between mdr and non-mdr group, except for tigecycline. antibiotic costs for the mdr group were significantly higher than those for the non-mdr group and no infection group (p < 0.001). conclusion: to better prevent hap particularly caused by mdr bacteria, we emphasize the aseptic technique especially in the management of equipment in patient care. "
24090605,Acute myeloid leukemia,"infections increase the risk of central venous catheter-related thrombosis in adult acute myeloid leukemia. . introduction: central venous catheters (cvc) related thrombosis (crt) represents a well known complication in patients with acute myeloid leukemia (aml) receiving intensive chemotherapy but the efficacy of antithrombotic prophylaxis still remains controversial. patients and methods: we analyzed 71 consecutive aml patients whose cvc was inserted before each chemotherapy cycle for an overall number of 106 cvc placements. in 47/106 insertions, a prophylaxis with 100 iu/kg/day low molecular weight heparin (lmwh) was administered for 7 days after cvc insertion and additional 7 after cvc removal. this unconventional dose of lmwh, although higher than usual, appeared adequate for a short-course approach. lmwh was delivered regardless of the platelet (plt) count once provided that it should have been maintained above 20 x 10(9)/l by transfusions. results: of 106 insertions, we observed 19 (18%) episodes of crt, 58 (54%) of sepsis and 50 (47%) infections of cvc-exit site with no difference between lmwh and no-lmwh group. occurrence of crt was significantly associated with cvc-exit site infections (14/19, p=0.01) and sepsis (16/19, p=0.005) with no difference between lmwh and no-lmwh group. in multivariate analysis, both cvc-exit site infections and sepsis were confirmed to be independent risk factors for crt development. conclusion: our retrospective study, although based on a small sample size, suggests that the occurrence of cvc-exit site infections and neutropenic sepsis following chemotherapy significantly increases the risk of crt in aml, independently from the use of lmwh prophylaxis. "
37114756,Medical department admission (including ICU),"multinational prospective study of incidence and risk factors for central-line-associated bloodstream infections in 728 intensive care units of 41 asian, african, eastern european, latin american, and middle eastern countries over 24 years. . objective: to identify central-line (cl)-associated bloodstream infection (clabsi) incidence and risk factors in low- and middle-income countries (lmics). design: from july 1, 1998, to february 12, 2022, we conducted a multinational multicenter prospective cohort study using online standardized surveillance system and unified forms. setting: the study included 728 icus of 286 hospitals in 147 cities in 41 african, asian, eastern european, latin american, and middle eastern countries. patients: in total, 278,241 patients followed during 1,815,043 patient days acquired 3,537 clabsis. methods: for the clabsi rate, we used cl days as the denominator and the number of clabsis as the numerator. using multiple logistic regression, outcomes are shown as adjusted odds ratios (aors). results: the pooled clabsi rate was 4.82 clabsis per 1,000 cl days, which is significantly higher than that reported by the centers for disease control and prevention national healthcare safety network (cdc nhsn). we analyzed 11 variables, and the following variables were independently and significantly associated with clabsi: length of stay (los), risk increasing 3% daily (aor, 1.03; 95% ci, 1.03-1.04; p < .0001), number of cl days, risk increasing 4% per cl day (aor, 1.04; 95% ci, 1.03-1.04; p < .0001), surgical hospitalization (aor, 1.12; 95% ci, 1.03-1.21; p < .0001), tracheostomy use (aor, 1.52; 95% ci, 1.23-1.88; p < .0001), hospitalization at a publicly owned facility (aor, 3.04; 95% ci, 2.31-4.01; p <.0001) or at a teaching hospital (aor, 2.91; 95% ci, 2.22-3.83; p < .0001), hospitalization in a middle-income country (aor, 2.41; 95% ci, 2.09-2.77; p < .0001). the icu type with highest risk was adult oncology (aor, 4.35; 95% ci, 3.11-6.09; p < .0001), followed by pediatric oncology (aor, 2.51;95% ci, 1.57-3.99; p < .0001), and pediatric (aor, 2.34; 95% ci, 1.81-3.01; p < .0001). the cl type with the highest risk was internal-jugular (aor, 3.01; 95% ci, 2.71-3.33; p < .0001), followed by femoral (aor, 2.29; 95% ci, 1.96-2.68; p < .0001). peripherally inserted central catheter (picc) was the cl with the lowest clabsi risk (aor, 1.48; 95% ci, 1.02-2.18; p = .04). conclusions: the following clabsi risk factors are unlikely to change: country income level, facility ownership, hospitalization type, and icu type. these findings suggest a focus on reducing los, cl days, and tracheostomy; using picc instead of internal-jugular or femoral cl; and implementing evidence-based clabsi prevention recommendations. "
37114756,Hospital length of stay,"multinational prospective study of incidence and risk factors for central-line-associated bloodstream infections in 728 intensive care units of 41 asian, african, eastern european, latin american, and middle eastern countries over 24 years. . objective: to identify central-line (cl)-associated bloodstream infection (clabsi) incidence and risk factors in low- and middle-income countries (lmics). design: from july 1, 1998, to february 12, 2022, we conducted a multinational multicenter prospective cohort study using online standardized surveillance system and unified forms. setting: the study included 728 icus of 286 hospitals in 147 cities in 41 african, asian, eastern european, latin american, and middle eastern countries. patients: in total, 278,241 patients followed during 1,815,043 patient days acquired 3,537 clabsis. methods: for the clabsi rate, we used cl days as the denominator and the number of clabsis as the numerator. using multiple logistic regression, outcomes are shown as adjusted odds ratios (aors). results: the pooled clabsi rate was 4.82 clabsis per 1,000 cl days, which is significantly higher than that reported by the centers for disease control and prevention national healthcare safety network (cdc nhsn). we analyzed 11 variables, and the following variables were independently and significantly associated with clabsi: length of stay (los), risk increasing 3% daily (aor, 1.03; 95% ci, 1.03-1.04; p < .0001), number of cl days, risk increasing 4% per cl day (aor, 1.04; 95% ci, 1.03-1.04; p < .0001), surgical hospitalization (aor, 1.12; 95% ci, 1.03-1.21; p < .0001), tracheostomy use (aor, 1.52; 95% ci, 1.23-1.88; p < .0001), hospitalization at a publicly owned facility (aor, 3.04; 95% ci, 2.31-4.01; p <.0001) or at a teaching hospital (aor, 2.91; 95% ci, 2.22-3.83; p < .0001), hospitalization in a middle-income country (aor, 2.41; 95% ci, 2.09-2.77; p < .0001). the icu type with highest risk was adult oncology (aor, 4.35; 95% ci, 3.11-6.09; p < .0001), followed by pediatric oncology (aor, 2.51;95% ci, 1.57-3.99; p < .0001), and pediatric (aor, 2.34; 95% ci, 1.81-3.01; p < .0001). the cl type with the highest risk was internal-jugular (aor, 3.01; 95% ci, 2.71-3.33; p < .0001), followed by femoral (aor, 2.29; 95% ci, 1.96-2.68; p < .0001). peripherally inserted central catheter (picc) was the cl with the lowest clabsi risk (aor, 1.48; 95% ci, 1.02-2.18; p = .04). conclusions: the following clabsi risk factors are unlikely to change: country income level, facility ownership, hospitalization type, and icu type. these findings suggest a focus on reducing los, cl days, and tracheostomy; using picc instead of internal-jugular or femoral cl; and implementing evidence-based clabsi prevention recommendations. "
23002096,Parenteral nutrition,"catheter-related complications in cancer patients on home parenteral nutrition: a prospective study of over 51,000 catheter days. . background: although home parenteral nutrition (hpn) is often indicated in cancer patients, many physicians are concerned about the risks potentially associated with the use of central venous access devices (vads) in these patients. the aim of this prospective study was to investigate the actual incidence of vad-related complications in cancer patients on hpn. methods: all adult cancer patient candidates for vad insertion and hpn were enrolled. the incidence of complications associated with 4 types of vads (peripherally inserted central catheter [picc], hohn catheter, tunneled groshong catheter, and port) was investigated, as well as the most significant risk factors. results: two hundred eighty-nine vads in 254 patients were studied, for a total of 51,308 catheter-days. the incidence of catheter-related bloodstream infections (crbsis) was low (0.35/1000 catheter-days), particularly for piccs (0/1000; p < .01 vs hohn and tunneled catheters) and for ports (0.19/1000; p < .01 vs hohn and p < .05 vs tunneled catheters). mechanical complications were uncommon (0.8/1000), as was vad-related venous thrombosis (0.06/1000). ultrasound-guided venipuncture was associated with a decreased risk of crbsi (p < .04) and thrombosis (p < .001). vad securement using sutureless devices reduced the risk of crbsi and dislocation (p < .001). hohn catheters had no advantage over piccs (higher complication rate and shorter dwell time; p < .001). conclusions: in cancer patients, hpn can be safely carried out with a low incidence of complications. also, vads are not equal in terms of complication rates, and strict adherence to meticulous insertion policies may effectively reduce catheter-related complications. "
25656251,Antibiotic therapy,"complications of peripherally inserted central catheters in adults with cystic fibrosis or bronchiectasis. . background: peripherally inserted central catheters (piccs) are increasingly used in patients with cystic fibrosis (cf) or with non-cf bronchiectasis, but little data exist on catheter-related complications in this setting. methods: prospective follow-up of consecutive piccs inserted for intravenous (iv) antibiotics in adults with cf or with non-cf bronchiectasis at cochin hospital (paris, france). results: between march 2009 and december 2011, 182 piccs were prescribed in 117 adults (67 cf and 50 non-cf patients). ultrasound-guided placement of catheter was successful in 174/182 (95.6%) procedures; no insertion complication occurred. the mean ± sd catheter dwell time was 15 ± 9 days. no catheter-associated bloodstream infection occurred; main complications were symptomatic upper limb deep vein thrombosis (2%), catheter obstruction (18%) and persistent pain after catheter insertion (18%). patients' satisfaction was high and picc could be used to perform antibiotic courses in most patients. conclusions: piccs were generally safe for performing iv antibiotic courses in patients with cf or non-cf bronchiectasis, but prolonged pain and/or catheter obstruction occurred in approximately 20% of cases. "
28651885,Antibiotic therapy,"use of antibiotic beads to salvage infected breast implants. . purpose: when an implant becomes infected, implant salvage is often performed where the implant is removed, capsulectomy is performed, and a new implant is inserted. the patient is discharged with a picc line and 6-8 weeks of intravenous (iv) antibiotics. this method has variable success and subjects the patient to long-term systemic antibiotics. in the 1960s, the use of antibiotic-impregnated beads for the treatment of chronic osteomyelitis was described. these beads deliver antibiotic directly to the site of the infection, thereby eliminating the complications of systemic iv antibiotics. this study aimed to present a case series illustrating the use of stimulan calcium sulfate beads loaded with vancomycin and tobramycin to increase the rate of salvage of the infected implant and forgo iv antibiotics. methods: a retrospective analysis was performed of patients who were treated at mount sinai hospital for implant infection with salvage and antibiotic beads. results: twelve patients were identified, 10 of whom had breast cancer. comorbidities included hypertension, smoking, and immunocompromised status. infections were noted anywhere from 5 days to 8 years postoperatively. salvage was successful in 9 out of the 12 infected implants using antibiotic bead therapy without home iv antibiotics. conclusions: the use of antibiotic beads is promising for salvaging infected breast implants without iv antibiotics. seventy-five percent of the implants were successfully salvaged. of the three patients who had unsalvageable implants, one was infected with antibiotic-resistant rhodococcus that was refractory to bead therapy and one was noncompliant with postoperative instructions. "
25198813,Power-injectable piccs,"a prospective, randomized comparison of three different types of valved and non-valved peripherally inserted central catheters. . purpose: few randomized studies have investigated the impact of valved and non-valved power-injectable peripherally inserted central catheters (piccs) in terms of incidence of occlusion, infection, malfunction and venous thrombosis. methods: we have prospectively compared three types of third-generation polyurethane piccs. one hundred and eighty adult patients candidate to chemotherapy were randomized into three groups: power-injectable piccs with solo-2 proximal valve (bard); power-injectable piccs with pasv (pressure activated safety valve) proximal valve (navilyst); and non-valved power-injectable piccs (medcomp). all piccs were single lumen 4fr, inserted according to a well-defined protocol - maximal barrier precautions, ultrasound guidance, intracavitary electrocardiography (ic-ecg), and so on--and managed according to the recommendations of the most recent guidelines (antisepsis with 2% chlorhexidine, transparent dressing, sutureless device, strict 'scrub the hub' policy, neutral displacement needle-free connectors and so on). all catheters were flushed with 10 ml saline before and after each infusion, or with 20 ml saline after blood sampling or infusion of blood products. no heparin was used. results: we detected no complications at insertion; no picc-related bloodstream infections; no dislocations; five cases of transient occlusion and two cases of persistent withdrawal occlusion, evenly distributed among the groups; one episode of complete irreversible obstruction (group a); four episodes of asymptomatic peripheral venous thrombosis; one episode of symptomatic, severe central vein thrombosis (group b). in 31% of piccs in group a (19/61) and in 65% of group b (39/60), difficulties with gravity infusion were reported; three piccs of group a were complicated by rupture of the intravascular tract during pump infusion. five piccs were removed because of complications, four in group a (one obstruction; three ruptures) and one in group b (central venous thrombosis). conclusion: we found no clinical advantages of valved vs. non-valved piccs. "
